,vessel_type,mmsi,date_year,date_month,geo_name
0,Cargo,273395750,2019,3,Bosphorus (TR)
1,Cargo,538005842,2019,3,Suez (EG)
2,Cargo,353695000,2019,3,Bosphorus (TR)
3,Tanker,273331580,2019,3,Bosphorus (TR)
4,Cargo,518100485,2019,3,Bosphorus (TR)
5,Tanker,273358170,2019,3,Bosphorus (TR)
6,Cargo,636017054,2019,3,Bosphorus (TR)
7,Cargo,214182698,2019,3,Bosphorus (TR)
8,Cargo,356061000,2019,3,Bosphorus (TR)
9,Cargo,273332670,2019,3,Bosphorus (TR)
10,Tanker,352310000,2019,3,Bosphorus (TR)
11,Tanker,636014069,2019,3,Suez (EG)
12,Tanker,244036000,2019,3,Suez (EG)
13,Cargo,538007701,2019,3,Bosphorus (TR)
14,Cargo,271000583,2019,3,Bosphorus (TR)
15,Tanker,563048700,2019,3,Suez (EG)
16,Tanker,248902000,2019,3,Bosphorus (TR)
17,Cargo,214181418,2019,3,Bosphorus (TR)
18,Cargo,304577000,2019,3,Bosphorus (TR)
19,Cargo,273413440,2019,3,Suez (EG)
20,Cargo,246455000,2019,3,Bosphorus (TR)
21,Cargo,272048000,2019,3,Bosphorus (TR)
22,Cargo,636015627,2019,3,Bosphorus (TR)
23,Cargo,371523000,2019,3,Suez (EG)
24,Cargo,256416000,2019,3,Bosphorus (TR)
25,Cargo,271040007,2019,3,Bosphorus (TR)
26,Tanker,273381900,2019,3,Bosphorus (TR)
27,Cargo,636017506,2019,3,Suez (EG)
28,Tanker,271042998,2019,3,Bosphorus (TR)
29,Cargo,256678000,2019,3,Bosphorus (TR)
30,Cargo,566294000,2019,3,Bosphorus (TR)
31,Cargo,351780000,2019,3,Bosphorus (TR)
32,Cargo,636018034,2019,3,Bosphorus (TR)
33,Tanker,215924000,2019,3,Bosphorus (TR)
34,Cargo,355481000,2019,3,Suez (EG)
35,Tanker,240018000,2019,3,Suez (EG)
36,Cargo,257807000,2019,3,Bosphorus (TR)
37,Cargo,620085000,2019,3,Bosphorus (TR)
38,Cargo,477118600,2019,3,Suez (EG)
39,Cargo,431981000,2019,3,Suez (EG)
40,Cargo,565885000,2019,3,Suez (EG)
