,vessel_type,mmsi,date_year,date_month,geo_name
0,Cargo,624022000,2021,1,DORALEH (DJ)
1,Cargo,257408000,2021,1,EL ISMAILIYA (EG)
2,Tanker,538005865,2021,1,AS SUWAYS (EG)
3,Cargo,477915600,2021,1,BUR SAID (PORT SAID) (EG)
4,Cargo,419000177,2021,1,BEIRA (MZ)
5,Tanker,372062000,2021,1,AS SUWAYS (EG)
6,Cargo,247409200,2021,1,EL MAADIYA (EG)
7,Tanker,636015108,2021,1,MAPUTO (MZ)
8,Cargo,259767000,2021,1,MAPUTO (MZ)
9,Cargo,215713000,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
10,Cargo,372270000,2021,1,AS SUWAYS (EG)
11,Tanker,538005384,2021,1,AS SUWAYS (EG)
12,Cargo,355746000,2021,1,BUR SAID (PORT SAID) (EG)
13,Tanker,538008070,2021,1,AS SUWAYS (EG)
14,Cargo,413219610,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
15,Cargo,622120320,2021,1,EL MAADIYA (EG)
16,Tanker,538005779,2021,1,AS SUWAYS (EG)
17,Tanker,636016109,2021,1,BEIRA (MZ)
18,Tanker,538009209,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
19,Cargo,305740000,2021,1,AS SUWAYS (EG)
20,Cargo,374859000,2021,1,BUR SAID (PORT SAID) (EG)
21,Cargo,305512000,2021,1,EL MAADIYA (EG)
22,Cargo,370261000,2021,1,AS SUWAYS (EG)
23,Cargo,354602000,2021,1,EL MAADIYA (EG)
24,Tanker,259894000,2021,1,AL KHAIR OIL TERMINAL (SD)
25,Cargo,565688000,2021,1,MOMBASA (KE)
26,Cargo,372050000,2021,1,AS SUWAYS (EG)
27,Cargo,255805864,2021,1,EL-ADABIYA (EG)
28,Tanker,310787000,2021,1,AS SUWAYS (EG)
29,Cargo,356576000,2021,1,BUR SAID (PORT SAID) (EG)
30,Cargo,247352100,2021,1,BUR SAID (PORT SAID) (EG)
31,Cargo,636018260,2021,1,BUR SAID (PORT SAID) (EG)
32,Cargo,247322900,2021,1,AL KHAIR OIL TERMINAL (SD)
33,Cargo,372415000,2021,1,BUR SAID (PORT SAID) (EG)
34,Tanker,215917000,2021,1,EL-ADABIYA (EG)
35,Tanker,215567000,2021,1,BUR SAID (PORT SAID) (EG)
36,Cargo,636092101,2021,1,DORALEH (DJ)
37,Cargo,566274000,2021,1,BUR SAID (PORT SAID) (EG)
38,Tanker,235109536,2021,1,BUR SAID (PORT SAID) (EG)
39,Tanker,255804750,2021,1,BUR SAID (PORT SAID) (EG)
40,Cargo,220499000,2021,1,AS SUWAYS (EG)
41,Tanker,636014078,2021,1,AS SUWAYS (EG)
42,Tanker,215781000,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
43,Tanker,240906000,2021,1,BUR SAID (PORT SAID) (EG)
44,Cargo,563069900,2021,1,BUR SAID (PORT SAID) (EG)
45,Cargo,255806169,2021,1,BUR SAID (PORT SAID) (EG)
46,Cargo,209277000,2021,1,EL ISMAILIYA (EG)
47,Cargo,229158000,2021,1,BUR SAID (PORT SAID) (EG)
48,Tanker,432935000,2021,1,BUR SAID (PORT SAID) (EG)
49,Tanker,356466000,2021,1,AS SUWAYS (EG)
50,Cargo,255805869,2021,1,BUR SAID (PORT SAID) (EG)
51,Cargo,667005111,2021,1,AIN SUKHNA TERMINAL (EG)
52,Tanker,374597000,2021,1,BUR SAID (PORT SAID) (EG)
53,Cargo,215179000,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
54,Cargo,477914400,2021,1,MIKINDANI (TZ)
55,Cargo,211549000,2021,1,DAMIETTA (EG)
56,Cargo,249713000,2021,1,NACALA (MZ)
57,Cargo,636018094,2021,1,BUR SAFAGA (EG)
58,Cargo,677001919,2021,1,QUELIMANE (MZ)
59,Cargo,566984000,2021,1,AS SUWAYS (EG)
60,Tanker,622120921,2021,1,AS SUWAYS (EG)
61,Cargo,255806353,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
62,Cargo,357409000,2021,1,BEIRA (MZ)
63,Tanker,538005764,2021,1,AS SUWAYS (EG)
64,Tanker,564957000,2021,1,AS SUWAYS (EG)
65,Tanker,538006609,2021,1,AS SUWAYS (EG)
66,Cargo,538005842,2021,1,BUR SAID (PORT SAID) (EG)
67,Cargo,441995000,2021,1,BUR SAID (PORT SAID) (EG)
68,Cargo,371769000,2021,1,BUR SAID (PORT SAID) (EG)
69,Cargo,372512000,2021,1,AS SUWAYS (EG)
70,Tanker,636019199,2021,1,BUR SAID (PORT SAID) (EG)
71,Tanker,565502000,2021,1,BUR SAID (PORT SAID) (EG)
72,Cargo,255806274,2021,1,MOMBASA (KE)
73,Cargo,338775000,2021,1,MOMBASA (KE)
74,Cargo,311000208,2021,1,AS SUWAYS (EG)
75,Cargo,564096000,2021,1,AS SUWAYS (EG)
76,Tanker,636018307,2021,1,BUR SAID (PORT SAID) (EG)
77,Tanker,309975000,2021,1,BUR SAID (PORT SAID) (EG)
78,Tanker,403529001,2021,1,MOMBASA (KE)
79,Cargo,257079380,2021,1,AS SUWAYS (EG)
80,Tanker,636013381,2021,1,AS SUWAYS (EG)
81,Tanker,240729000,2021,1,BUR SAID (PORT SAID) (EG)
82,Cargo,373355000,2021,1,AS SUWAYS (EG)
83,Cargo,636013647,2021,1,AS SUWAYS (EG)
84,Tanker,538007363,2021,1,AS SUWAYS (EG)
85,Tanker,319017500,2021,1,AS SUWAYS (EG)
86,Cargo,477220200,2021,1,EL-ADABIYA (EG)
87,Cargo,563886000,2021,1,BEIRA (MZ)
88,Cargo,671278100,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
89,Cargo,273219680,2021,1,EL ISMAILIYA (EG)
90,Cargo,373954000,2021,1,BUR SAID (PORT SAID) (EG)
91,Tanker,229767000,2021,1,BUR SAID (PORT SAID) (EG)
92,Cargo,538008620,2021,1,MJIMWEMA TERMINAL (TZ)
93,Cargo,273414540,2021,1,EL ISMAILIYA (EG)
94,Cargo,636092896,2021,1,BUR SAID (PORT SAID) (EG)
95,Cargo,240858000,2021,1,BUR SAID (PORT SAID) (EG)
96,Cargo,357565000,2021,1,EL ISMAILIYA (EG)
97,Cargo,563000900,2021,1,ZAFARANA TERMINAL (EG)
98,Cargo,211578000,2021,1,AS SUWAYS (EG)
99,Tanker,636018925,2021,1,AS SUWAYS (EG)
100,Cargo,620305000,2021,1,EL-ADABIYA (EG)
101,Tanker,538009180,2021,1,EL ISMAILIYA (EG)
102,Tanker,319091700,2021,1,EL ISMAILIYA (EG)
103,Tanker,477057300,2021,1,AS SUWAYS (EG)
104,Cargo,248910000,2021,1,AS SUWAYS (EG)
105,Cargo,367782370,2021,1,EL MAADIYA (EG)
106,Cargo,304617000,2021,1,MOMBASA (KE)
107,Cargo,212384000,2021,1,AIN SUKHNA TERMINAL (EG)
108,Cargo,542399110,2021,1,DORALEH (DJ)
109,Cargo,538006102,2021,1,BUR SAID (PORT SAID) (EG)
110,Cargo,249558000,2021,1,BUR SAID (PORT SAID) (EG)
111,Tanker,538008611,2021,1,AS SUWAYS (EG)
112,Cargo,210895000,2021,1,MAPUTO (MZ)
113,Cargo,259976000,2021,1,MJIMWEMA TERMINAL (TZ)
114,Cargo,477620800,2021,1,BUR SAID (PORT SAID) (EG)
115,Tanker,538002648,2021,1,AS SUWAYS (EG)
116,Cargo,374194000,2021,1,BUR SAID (PORT SAID) (EG)
117,Cargo,538003987,2021,1,DORALEH (DJ)
118,Tanker,477539700,2021,1,AS SUWAYS (EG)
119,Tanker,477112400,2021,1,AS SUWAYS (EG)
120,Cargo,636015817,2021,1,EL ISMAILIYA (EG)
121,Tanker,538006546,2021,1,DAMIETTA (EG)
122,Cargo,636019095,2021,1,BUR SAID (PORT SAID) (EG)
123,Cargo,374040000,2021,1,EL MAADIYA (EG)
124,Cargo,354423000,2021,1,MOMBASA (KE)
125,Cargo,371619000,2021,1,EL MAADIYA (EG)
126,Tanker,477066400,2021,1,ZANZIBAR (TZ)
127,Cargo,370261000,2021,1,BEIRA (MZ)
128,Cargo,246875000,2021,1,PEMBA (MZ)
129,Tanker,636019340,2021,1,BUR SAID (PORT SAID) (EG)
130,Tanker,241192000,2021,1,AL KHAIR OIL TERMINAL (SD)
131,Cargo,353950000,2021,1,AS SUWAYS (EG)
132,Cargo,232023550,2021,1,BUR SAID (PORT SAID) (EG)
133,Cargo,214182758,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
134,Cargo,538009016,2021,1,AS SUWAYS (EG)
135,Cargo,538009126,2021,1,AS SUWAYS (EG)
136,Cargo,477638600,2021,1,BUR SAID (PORT SAID) (EG)
137,Cargo,370261000,2021,1,BUR SAID (PORT SAID) (EG)
138,Cargo,563042400,2021,1,DORALEH (DJ)
139,Cargo,538004784,2021,1,AS SUWAYS (EG)
140,Cargo,636018296,2021,1,AS SUWAYS (EG)
141,Cargo,538008808,2021,1,BUR SAID (PORT SAID) (EG)
142,Cargo,372944000,2021,1,NACALA (MZ)
143,Cargo,370261000,2021,1,EL ISMAILIYA (EG)
144,Tanker,622120927,2021,1,RAS SUDR (EG)
145,Tanker,257309000,2021,1,ZANZIBAR (TZ)
146,Cargo,636019863,2021,1,AL KHAIR OIL TERMINAL (SD)
147,Cargo,671077100,2021,1,EL MAADIYA (EG)
148,Tanker,538005836,2021,1,BUR SAID (PORT SAID) (EG)
149,Cargo,375093000,2021,1,AS SUWAYS (EG)
150,Tanker,538005991,2021,1,AS SUWAYS (EG)
151,Cargo,219361000,2021,1,AS SUWAYS (EG)
152,Cargo,636015817,2021,1,AS SUWAYS (EG)
153,Cargo,356579000,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
154,Cargo,414701000,2021,1,AL ISKANDARIYH (ALEXANDRIA) (EG)
155,Cargo,538008986,2021,1,AS SUWAYS (EG)
156,Cargo,351398000,2021,1,BUR SAID (PORT SAID) (EG)
157,Cargo,218844000,2021,1,BUR SAID (PORT SAID) (EG)
158,Cargo,538005752,2021,1,MJIMWEMA TERMINAL (TZ)
159,Cargo,372884000,2021,1,AS SUWAYS (EG)
160,Cargo,369326000,2021,1,BUR SAID (PORT SAID) (EG)
161,Cargo,636092730,2021,1,AS SUWAYS (EG)
162,Cargo,352027000,2021,1,SHARM EL SHEIKH (EG)
163,Cargo,255806053,2021,1,MJIMWEMA TERMINAL (TZ)
164,Cargo,255805816,2021,1,BUR SAID (PORT SAID) (EG)
165,Tanker,257450000,2021,1,BUR SAID (PORT SAID) (EG)
166,Cargo,636017668,2021,1,BUR SAID (PORT SAID) (EG)
167,Cargo,311595000,2021,1,DORALEH (DJ)
168,Cargo,357210000,2021,1,BUR SAID (PORT SAID) (EG)
169,Cargo,248712000,2021,1,EL ISMAILIYA (EG)
170,Tanker,565829000,2021,1,BUR SAID (PORT SAID) (EG)
171,Tanker,538005389,2021,1,BUR SAID (PORT SAID) (EG)
172,Cargo,352910000,2021,1,EL MAADIYA (EG)
173,Tanker,248347000,2021,1,EL-ADABIYA (EG)
174,Cargo,477430600,2021,1,BUR SAID (PORT SAID) (EG)
175,Cargo,372723000,2021,1,AS SUWAYS (EG)
176,Cargo,357565000,2021,1,AS SUWAYS (EG)
177,Cargo,219018692,2021,1,WADI FEIRAN (EG)
178,Cargo,229710000,2021,1,AS SUWAYS (EG)
179,Cargo,373183000,2021,1,EL-ADABIYA (EG)
180,Tanker,374121000,2021,1,RAS ABU ZANIMAH (EG)
181,Tanker,538006319,2021,1,EL ISMAILIYA (EG)
182,Cargo,367503980,2021,1,EL MAADIYA (EG)
