,vessel_type,mmsi,date_year,date_month,geo_name
0,Cargo,373769000,2020,2,KAVKAZ OIL TERMINAL (RU)
1,Tanker,271002559,2020,2,KAVKAZ OIL TERMINAL (RU)
2,Cargo,273314480,2020,2,KAVKAZ OIL TERMINAL (RU)
3,Cargo,355386000,2020,2,KAVKAZ OIL TERMINAL (RU)
4,Cargo,215059000,2020,2,KAVKAZ OIL TERMINAL (RU)
5,Tanker,248058000,2020,2,MYKOLAYIV (UA)
6,Tanker,273427090,2020,2,NOVOROSSIYSK (RU)
7,Cargo,620133000,2020,2,ROSTOV-NA-DONU (RU)
8,Tanker,244090711,2020,2,NOVOROSSIYSK (RU)
9,Cargo,215143000,2020,2,MYKOLAYIV (UA)
10,Cargo,229371000,2020,2,MYKOLAYIV (UA)
11,Cargo,215991000,2020,2,TAGANROG (RU)
12,Cargo,636017887,2020,2,MYKOLAYIV (UA)
13,Cargo,235111684,2020,2,MYKOLAYIV (UA)
14,Cargo,431007327,2020,2,ROSTOV-NA-DONU (RU)
15,Tanker,620122000,2020,2,TEMRYUK (RU)
16,Cargo,273351280,2020,2,KAVKAZ OIL TERMINAL (RU)
17,Cargo,249710000,2020,2,KAVKAZ OIL TERMINAL (RU)
18,Tanker,273348630,2020,2,TUAPSE (RU)
19,Cargo,667001290,2020,2,ROSTOV-NA-DONU (RU)
20,Tanker,677081200,2020,2,MYKOLAYIV (UA)
21,Cargo,253683000,2020,2,MARIUPOL (UA)
22,Cargo,273435200,2020,2,MARIUPOL (UA)
23,Cargo,377602000,2020,2,IZMAYIL (UA)
24,Tanker,271046920,2020,2,TEMRYUK (RU)
25,Cargo,511464000,2020,2,KHERSON (UA)
26,Cargo,677080700,2020,2,KAVKAZ OIL TERMINAL (RU)
27,Cargo,312309000,2020,2,KAVKAZ OIL TERMINAL (RU)
28,Cargo,271043840,2020,2,ILLICHIVSK (UA)
29,Cargo,214181711,2020,2,TEMRYUK (RU)
30,Cargo,273334700,2020,2,YEYSK (RU)
31,Cargo,209015000,2020,2,ILLICHIVSK (UA)
32,Cargo,273310950,2020,2,KAVKAZ OIL TERMINAL (RU)
33,Cargo,368005880,2020,2,RENI (UA)
34,Cargo,229363000,2020,2,YUZHNYY (UA)
35,Cargo,538002980,2020,2,GELENDZHIK (RU)
36,Cargo,305866000,2020,2,ILLICHIVSK (UA)
37,Cargo,273453780,2020,2,AZOV (RU)
38,Cargo,214182625,2020,2,KHERSON (UA)
39,Cargo,622120320,2020,2,YUZHNYY (UA)
40,Cargo,413957835,2020,2,KAVKAZ OIL TERMINAL (RU)
41,Cargo,677033600,2020,2,ODESA (UA)
42,Cargo,477027300,2020,2,DNIPRO-BUZKYY (UA)
43,Cargo,229811000,2020,2,RENI (UA)
44,Cargo,477938500,2020,2,NOVOROSSIYSK (RU)
45,Tanker,367647650,2020,2,NOVOROSSIYSK (RU)
46,Cargo,538004245,2020,2,MYKOLAYIV (UA)
47,Cargo,677071800,2020,2,UST-DUNAISK (UA)
48,Tanker,538003678,2020,2,ILLICHIVSK (UA)
49,Cargo,207834460,2020,2,KAVKAZ OIL TERMINAL (RU)
50,Tanker,354619000,2020,2,NOVOROSSIYSK (RU)
51,Tanker,636011492,2020,2,GELENDZHIK (RU)
52,Cargo,636017740,2020,2,YUZHNYY (UA)
53,Tanker,273337920,2020,2,TAGANROG (RU)
54,Cargo,566098000,2020,2,MYKOLAYIV (UA)
55,Tanker,412500947,2020,2,NOVOROSSIYSK (RU)
56,Cargo,240941000,2020,2,YUZHNYY (UA)
57,Tanker,316022801,2020,2,TEMRYUK (RU)
58,Cargo,214181219,2020,2,BERDYANSK (UA)
59,Cargo,273313430,2020,2,NOVOROSSIYSK (RU)
60,Cargo,613003570,2020,2,ROSTOV-NA-DONU (RU)
61,Tanker,273336610,2020,2,NOVOROSSIYSK (RU)
62,Cargo,214111114,2020,2,DNIPRO-BUZKYY (UA)
63,Cargo,256738000,2020,2,KAVKAZ OIL TERMINAL (RU)
64,Cargo,538007205,2020,2,YUZHNYY (UA)
65,Tanker,273336610,2020,2,KAVKAZ OIL TERMINAL (RU)
66,Cargo,671017100,2020,2,KHERSON (UA)
67,Cargo,538004220,2020,2,ODESA (UA)
68,Cargo,273448210,2020,2,TEMRYUK (RU)
69,Tanker,273329070,2020,2,KAVKAZ OIL TERMINAL (RU)
70,Cargo,370963000,2020,2,AZOV (RU)
71,Cargo,356467000,2020,2,YUZHNYY (UA)
72,Tanker,273270200,2020,2,KAVKAZ OIL TERMINAL (RU)
73,Tanker,538007372,2020,2,KAVKAZ OIL TERMINAL (RU)
74,Cargo,352384000,2020,2,TUAPSE (RU)
75,Cargo,214182623,2020,2,RENI (UA)
76,Cargo,272043300,2020,2,RENI (UA)
77,Cargo,273331700,2020,2,AZOV (RU)
78,Cargo,273329080,2020,2,SUDAK (UA)
79,Cargo,636017307,2020,2,YUZHNYY (UA)
80,Cargo,273374000,2020,2,ROSTOV-NA-DONU (RU)
81,Cargo,405000079,2020,2,NOVOROSSIYSK (RU)
82,Cargo,273339410,2020,2,KAVKAZ OIL TERMINAL (RU)
83,Cargo,355135000,2020,2,KAVKAZ OIL TERMINAL (RU)
84,Cargo,273390210,2020,2,ROSTOV-NA-DONU (RU)
85,Cargo,636092602,2020,2,ILLICHIVSK (UA)
86,Cargo,248855000,2020,2,ROSTOV-NA-DONU (RU)
87,Tanker,636014278,2020,2,GELENDZHIK (RU)
88,Cargo,538007988,2020,2,IZMAYIL (UA)
89,Cargo,538007287,2020,2,MYKOLAYIV (UA)
90,Cargo,577397000,2020,2,RENI (UA)
91,Cargo,273328500,2020,2,KAVKAZ OIL TERMINAL (RU)
92,Cargo,215123000,2020,2,ROSTOV-NA-DONU (RU)
93,Tanker,273355340,2020,2,KAVKAZ OIL TERMINAL (RU)
94,Cargo,207137000,2020,2,KAVKAZ OIL TERMINAL (RU)
95,Cargo,624016000,2020,2,ILLICHIVSK (UA)
96,Cargo,373668000,2020,2,KAVKAZ OIL TERMINAL (RU)
97,Cargo,207834460,2020,2,MARIUPOL (UA)
98,Cargo,273328500,2020,2,SUDAK (UA)
99,Tanker,538004293,2020,2,KAVKAZ OIL TERMINAL (RU)
100,Cargo,477174500,2020,2,YUZHNYY (UA)
101,Cargo,214182624,2020,2,IZMAYIL (UA)
102,Cargo,256183000,2020,2,KAVKAZ OIL TERMINAL (RU)
103,Cargo,249868000,2020,2,ROSTOV-NA-DONU (RU)
104,Cargo,312245000,2020,2,KAVKAZ OIL TERMINAL (RU)
105,Cargo,613003575,2020,2,KAVKAZ OIL TERMINAL (RU)
106,Cargo,477231500,2020,2,RENI (UA)
107,Cargo,373668000,2020,2,TAGANROG (RU)
108,Cargo,636015284,2020,2,MYKOLAYIV (UA)
109,Cargo,636017813,2020,2,YUZHNYY (UA)
110,Cargo,248244000,2020,2,YUZHNYY (UA)
111,Cargo,235031253,2020,2,BERDYANSK (UA)
112,Cargo,353505000,2020,2,ROSTOV-NA-DONU (RU)
113,Cargo,368236000,2020,2,RENI (UA)
114,Cargo,577418000,2020,2,RENI (UA)
115,Cargo,220291000,2020,2,YUZHNYY (UA)
116,Cargo,370399000,2020,2,IZMAYIL (UA)
117,Cargo,249142000,2020,2,YEYSK (RU)
118,Cargo,244220000,2020,2,KAVKAZ OIL TERMINAL (RU)
119,Cargo,667949000,2020,2,YEYSK (RU)
120,Cargo,219146000,2020,2,ILLICHIVSK (UA)
121,Tanker,701127000,2020,2,KAVKAZ OIL TERMINAL (RU)
122,Tanker,257077000,2020,2,NOVOROSSIYSK (RU)
