,vessel_type,mmsi,date_year,date_month,geo_name
0,Cargo,273330080,2020,5,ROSTOV-NA-DONU (RU)
1,Tanker,636018743,2020,5,NOVOROSSIYSK (RU)
2,Tanker,273338630,2020,5,NOVOROSSIYSK (RU)
3,Tanker,219180000,2020,5,NOVOROSSIYSK (RU)
4,Tanker,273317610,2020,5,KAVKAZ OIL TERMINAL (RU)
5,Cargo,636091081,2020,5,NOVOROSSIYSK (RU)
6,Cargo,636017499,2020,5,MARIUPOL (UA)
7,Tanker,203999384,2020,5,IZMAYIL (UA)
8,Cargo,273313430,2020,5,KAVKAZ OIL TERMINAL (RU)
9,Tanker,273344100,2020,5,TAGANROG (RU)
10,Cargo,511336000,2020,5,KAVKAZ OIL TERMINAL (RU)
11,Cargo,273359620,2020,5,KAVKAZ OIL TERMINAL (RU)
12,Tanker,273333930,2020,5,ROSTOV-NA-DONU (RU)
13,Cargo,273394890,2020,5,NOVOROSSIYSK (RU)
14,Cargo,352528000,2020,5,YUZHNYY (UA)
15,Cargo,636012321,2020,5,ODESA (UA)
16,Cargo,273331320,2020,5,AZOV (RU)
17,Cargo,273356850,2020,5,ROSTOV-NA-DONU (RU)
18,Tanker,273440170,2020,5,KAVKAZ OIL TERMINAL (RU)
19,Cargo,616409000,2020,5,KHERSON (UA)
20,Cargo,374159000,2020,5,YUZHNYY (UA)
21,Cargo,477813600,2020,5,ODESA (UA)
22,Cargo,457700000,2020,5,ROSTOV-NA-DONU (RU)
23,Cargo,273398130,2020,5,AZOV (RU)
24,Cargo,353578000,2020,5,ILLICHIVSK (UA)
25,Cargo,511011035,2020,5,AZOV (RU)
26,Cargo,273427610,2020,5,AZOV (RU)
27,Tanker,636011641,2020,5,NOVOROSSIYSK (RU)
28,Cargo,511273000,2020,5,YUZHNYY (UA)
29,Tanker,273448590,2020,5,ROSTOV-NA-DONU (RU)
30,Cargo,511011035,2020,5,MARIUPOL (UA)
31,Cargo,373551000,2020,5,ROSTOV-NA-DONU (RU)
32,Cargo,613003585,2020,5,MARIUPOL (UA)
33,Tanker,273442410,2020,5,YEYSK (RU)
34,Cargo,357400000,2020,5,MYKOLAYIV (UA)
35,Cargo,214182758,2020,5,KAVKAZ OIL TERMINAL (RU)
36,Tanker,273355270,2020,5,KAVKAZ OIL TERMINAL (RU)
37,Cargo,518100093,2020,5,MYKOLAYIV (UA)
38,Cargo,207834460,2020,5,KAVKAZ OIL TERMINAL (RU)
39,Cargo,370182000,2020,5,AZOV (RU)
40,Cargo,273326760,2020,5,KAVKAZ OIL TERMINAL (RU)
41,Tanker,273381900,2020,5,KAVKAZ OIL TERMINAL (RU)
42,Tanker,273355380,2020,5,ROSTOV-NA-DONU (RU)
43,Cargo,373406000,2020,5,YEYSK (RU)
44,Cargo,613003550,2020,5,YUZHNYY (UA)
45,Cargo,273450260,2020,5,ROSTOV-NA-DONU (RU)
46,Cargo,214111114,2020,5,KAVKAZ OIL TERMINAL (RU)
47,Cargo,215901000,2020,5,BERDYANSK (UA)
48,Cargo,273315460,2020,5,ROSTOV-NA-DONU (RU)
49,Tanker,273447030,2020,5,KAVKAZ OIL TERMINAL (RU)
50,Cargo,273350720,2020,5,KAVKAZ OIL TERMINAL (RU)
51,Cargo,312473000,2020,5,MYKOLAYIV (UA)
52,Cargo,667001960,2020,5,MYKOLAYIV (UA)
53,Cargo,272775000,2020,5,KHERSON (UA)
54,Tanker,271002456,2020,5,KAVKAZ OIL TERMINAL (RU)
55,Cargo,273434800,2020,5,KAVKAZ OIL TERMINAL (RU)
56,Cargo,273350190,2020,5,ROSTOV-NA-DONU (RU)
57,Cargo,273447280,2020,5,KAVKAZ OIL TERMINAL (RU)
58,Cargo,273328500,2020,5,KAVKAZ OIL TERMINAL (RU)
59,Cargo,477153200,2020,5,YUZHNYY (UA)
60,Cargo,355135000,2020,5,KAVKAZ OIL TERMINAL (RU)
61,Cargo,373397000,2020,5,NOVOROSSIYSK (RU)
62,Cargo,273417450,2020,5,KAVKAZ OIL TERMINAL (RU)
63,Tanker,273270200,2020,5,KAVKAZ OIL TERMINAL (RU)
64,Cargo,477153200,2020,5,MYKOLAYIV (UA)
65,Cargo,273431620,2020,5,TEMRYUK (RU)
66,Cargo,563907000,2020,5,YUZHNYY (UA)
67,Cargo,518610000,2020,5,AZOV (RU)
68,Cargo,355472000,2020,5,KAVKAZ OIL TERMINAL (RU)
69,Cargo,671238100,2020,5,YUZHNYY (UA)
70,Tanker,273210320,2020,5,NOVOROSSIYSK (RU)
71,Cargo,636019710,2020,5,NOVOROSSIYSK (RU)
72,Cargo,371448000,2020,5,MARIUPOL (UA)
73,Cargo,273339300,2020,5,ROSTOV-NA-DONU (RU)
74,Cargo,273389100,2020,5,TEMRYUK (RU)
75,Tanker,273380170,2020,5,TAGANROG (RU)
76,Cargo,636017280,2020,5,ILLICHIVSK (UA)
77,Cargo,636019931,2020,5,YUZHNYY (UA)
78,Cargo,620305000,2020,5,ILLICHIVSK (UA)
79,Tanker,273337080,2020,5,TUAPSE (RU)
80,Tanker,636014311,2020,5,NOVOROSSIYSK (RU)
81,Cargo,213400000,2020,5,ODESA (UA)
82,Cargo,511100258,2020,5,KAVKAZ OIL TERMINAL (RU)
