,vessel_type,mmsi,date_year,date_month,geo_name
0,Cargo,341400000,2019,4,Bosphorus (TR)
1,Tanker,240447000,2019,4,Bosphorus (TR)
2,Cargo,577397000,2019,4,Bosphorus (TR)
3,Tanker,215375000,2019,4,Bosphorus (TR)
4,Cargo,215983000,2019,4,Bosphorus (TR)
5,Tanker,249050000,2019,4,Bosphorus (TR)
6,Tanker,271040601,2019,4,Bosphorus (TR)
7,Cargo,312245000,2019,4,Bosphorus (TR)
8,Cargo,229459000,2019,4,Bosphorus (TR)
9,Tanker,240480000,2019,4,Bosphorus (TR)
10,Cargo,272292000,2019,4,Bosphorus (TR)
11,Tanker,311000338,2019,4,Suez (EG)
12,Cargo,564388000,2019,4,Suez (EG)
13,Cargo,636017757,2019,4,Bosphorus (TR)
14,Cargo,374365000,2019,4,Bosphorus (TR)
15,Cargo,565344000,2019,4,Suez (EG)
16,Cargo,374255000,2019,4,Bosphorus (TR)
17,Cargo,249910000,2019,4,Bosphorus (TR)
18,Tanker,232007939,2019,4,Bosphorus (TR)
19,Tanker,572242220,2019,4,Bosphorus (TR)
20,Cargo,477139100,2019,4,Suez (EG)
21,Cargo,375429000,2019,4,Bosphorus (TR)
22,Tanker,229580000,2019,4,Suez (EG)
23,Cargo,249032000,2019,4,Bosphorus (TR)
24,Cargo,622121409,2019,4,Bosphorus (TR)
25,Tanker,248253000,2019,4,Bosphorus (TR)
26,Tanker,538003301,2019,4,Suez (EG)
27,Tanker,636014354,2019,4,Bosphorus (TR)
28,Tanker,636013275,2019,4,Bosphorus (TR)
29,Cargo,256651000,2019,4,Bosphorus (TR)
30,Cargo,271044021,2019,4,Bosphorus (TR)
31,Cargo,477478800,2019,4,Suez (EG)
32,Tanker,538005866,2019,4,Suez (EG)
33,Cargo,477051400,2019,4,Bosphorus (TR)
34,Cargo,563068900,2019,4,Suez (EG)
35,Cargo,312600000,2019,4,Bosphorus (TR)
36,Cargo,563042200,2019,4,Suez (EG)
37,Tanker,273389670,2019,4,Bosphorus (TR)
38,Cargo,271040007,2019,4,Bosphorus (TR)
39,Tanker,238250000,2019,4,Bosphorus (TR)
40,Cargo,677015500,2019,4,Bosphorus (TR)
41,Cargo,214182667,2019,4,Bosphorus (TR)
42,Tanker,241262000,2019,4,Bosphorus (TR)
43,Cargo,667001240,2019,4,Bosphorus (TR)
44,Cargo,229938000,2019,4,Bosphorus (TR)
45,Cargo,371305000,2019,4,Bosphorus (TR)
46,Cargo,667021000,2019,4,Bosphorus (TR)
47,Cargo,373882000,2019,4,Bosphorus (TR)
48,Cargo,563053200,2019,4,Bosphorus (TR)
49,Cargo,518100265,2019,4,Bosphorus (TR)
50,Cargo,311053100,2019,4,Bosphorus (TR)
51,Cargo,477550400,2019,4,Bosphorus (TR)
52,Cargo,214181113,2019,4,Bosphorus (TR)
53,Cargo,468400000,2019,4,Bosphorus (TR)
54,Cargo,273417450,2019,4,Bosphorus (TR)
55,Cargo,244790145,2019,4,Bosphorus (TR)
56,Cargo,215692000,2019,4,Bosphorus (TR)
57,Cargo,373449000,2019,4,Bosphorus (TR)
58,Cargo,636016923,2019,4,Bosphorus (TR)
59,Cargo,220221000,2019,4,Suez (EG)
60,Cargo,215123000,2019,4,Bosphorus (TR)
61,Tanker,563000300,2019,4,Suez (EG)
62,Cargo,249607000,2019,4,Bosphorus (TR)
63,Cargo,566954000,2019,4,Suez (EG)
64,Tanker,538002921,2019,4,Suez (EG)
65,Tanker,566503000,2019,4,Bosphorus (TR)
66,Tanker,538002272,2019,4,Suez (EG)
67,Cargo,325974000,2019,4,Bosphorus (TR)
68,Cargo,311033200,2019,4,Bosphorus (TR)
69,Tanker,273351180,2019,4,Bosphorus (TR)
70,Cargo,538002903,2019,4,Bosphorus (TR)
71,Cargo,370107000,2019,4,Bosphorus (TR)
72,Cargo,271000732,2019,4,Bosphorus (TR)
73,Tanker,563036300,2019,4,Suez (EG)
74,Tanker,636018766,2019,4,Bosphorus (TR)
75,Tanker,355725000,2019,4,Bosphorus (TR)
76,Cargo,511273000,2019,4,Bosphorus (TR)
77,Cargo,271002132,2019,4,Bosphorus (TR)
78,Cargo,255805790,2019,4,Bosphorus (TR)
79,Cargo,272793000,2019,4,Bosphorus (TR)
80,Cargo,314467000,2019,4,Suez (EG)
81,Cargo,311000101,2019,4,Suez (EG)
82,Cargo,477636200,2019,4,Suez (EG)
83,Tanker,373353000,2019,4,Bosphorus (TR)
84,Cargo,518100165,2019,4,Bosphorus (TR)
85,Cargo,423029100,2019,4,Bosphorus (TR)
86,Cargo,273340210,2019,4,Bosphorus (TR)
87,Tanker,211397660,2019,4,Bosphorus (TR)
88,Cargo,636092738,2019,4,Bosphorus (TR)
89,Tanker,273437770,2019,4,Bosphorus (TR)
90,Tanker,563034600,2019,4,Suez (EG)
91,Tanker,273412980,2019,4,Bosphorus (TR)
92,Cargo,236592000,2019,4,Bosphorus (TR)
93,Cargo,273427610,2019,4,Bosphorus (TR)
94,Cargo,218844000,2019,4,Suez (EG)
95,Cargo,271002709,2019,4,Bosphorus (TR)
96,Cargo,566533000,2019,4,Bosphorus (TR)
97,Tanker,538006037,2019,4,Suez (EG)
98,Cargo,636014300,2019,4,Suez (EG)
99,Cargo,229926000,2019,4,Suez (EG)
100,Cargo,248681000,2019,4,Bosphorus (TR)
101,Cargo,214182665,2019,4,Bosphorus (TR)
102,Cargo,229564000,2019,4,Suez (EG)
103,Cargo,636019052,2019,4,Bosphorus (TR)
104,Cargo,352606000,2019,4,Suez (EG)
105,Cargo,304587000,2019,4,Bosphorus (TR)
106,Cargo,374804000,2019,4,Suez (EG)
107,Cargo,667989000,2019,4,Bosphorus (TR)
108,Cargo,214181607,2019,4,Bosphorus (TR)
109,Tanker,273357390,2019,4,Bosphorus (TR)
110,Cargo,477810700,2019,4,Suez (EG)
111,Cargo,567438000,2019,4,Bosphorus (TR)
112,Cargo,636015783,2019,4,Bosphorus (TR)
113,Tanker,636092773,2019,4,Bosphorus (TR)
114,Cargo,229144000,2019,4,Bosphorus (TR)
115,Cargo,538007006,2019,4,Bosphorus (TR)
116,Cargo,538006910,2019,4,Bosphorus (TR)
117,Cargo,273339300,2019,4,Bosphorus (TR)
118,Cargo,271000056,2019,4,Bosphorus (TR)
119,Cargo,311003200,2019,4,Suez (EG)
120,Cargo,303210000,2019,4,Bosphorus (TR)
121,Cargo,620035000,2019,4,Bosphorus (TR)
122,Cargo,273434860,2019,4,Bosphorus (TR)
123,Tanker,235108538,2019,4,Bosphorus (TR)
124,Cargo,477634700,2019,4,Suez (EG)
125,Tanker,273390540,2019,4,Bosphorus (TR)
126,Tanker,636018206,2019,4,Bosphorus (TR)
127,Cargo,677080700,2019,4,Bosphorus (TR)
128,Cargo,357191000,2019,4,Bosphorus (TR)
129,Cargo,312974000,2019,4,Bosphorus (TR)
