,vessel_type,mmsi,date_year,date_month,geo_name
0,Tanker,220480000,2021,2,KAVKAZ OIL TERMINAL (RU)
1,Tanker,273342890,2021,2,KAVKAZ OIL TERMINAL (RU)
2,Cargo,271044362,2021,2,KAVKAZ OIL TERMINAL (RU)
3,Cargo,271002429,2021,2,NOVOROSSIYSK (RU)
4,Cargo,341855000,2021,2,NOVOROSSIYSK (RU)
5,Cargo,538008283,2021,2,KAVKAZ OIL TERMINAL (RU)
6,Cargo,249559000,2021,2,KAVKAZ OIL TERMINAL (RU)
7,Cargo,511100335,2021,2,KHERSON (UA)
8,Tanker,271045975,2021,2,YALTA (UA)
9,Cargo,273336400,2021,2,KAVKAZ OIL TERMINAL (RU)
10,Cargo,273310010,2021,2,TAGANROG (RU)
11,Cargo,256738000,2021,2,KAVKAZ OIL TERMINAL (RU)
12,Cargo,577398000,2021,2,YEYSK (RU)
13,Cargo,207072369,2021,2,RENI (UA)
14,Cargo,272030300,2021,2,IZMAYIL (UA)
15,Tanker,273448000,2021,2,YEYSK (RU)
16,Tanker,273358170,2021,2,TEMRYUK (RU)
17,Cargo,518790000,2021,2,KAVKAZ OIL TERMINAL (RU)
18,Cargo,356300000,2021,2,TUAPSE (RU)
19,Cargo,253683000,2021,2,KAVKAZ OIL TERMINAL (RU)
20,Tanker,273358450,2021,2,KAVKAZ OIL TERMINAL (RU)
21,Cargo,373016000,2021,2,KHERSON (UA)
22,Tanker,273342520,2021,2,KAVKAZ OIL TERMINAL (RU)
23,Tanker,477455100,2021,2,KAVKAZ OIL TERMINAL (RU)
24,Tanker,247104500,2021,2,ILLICHIVSK (UA)
25,Cargo,256109000,2021,2,IZMAYIL (UA)
26,Cargo,311042500,2021,2,KAVKAZ OIL TERMINAL (RU)
27,Cargo,272771000,2021,2,KHERSON (UA)
28,Cargo,273441540,2021,2,AZOV (RU)
29,Tanker,273314050,2021,2,KAVKAZ OIL TERMINAL (RU)
30,Cargo,214182653,2021,2,RENI (UA)
31,Tanker,240633000,2021,2,ANAPA (RU)
32,Cargo,353505000,2021,2,YEYSK (RU)
33,Cargo,271000926,2021,2,YUZHNYY (UA)
34,Cargo,273214060,2021,2,ROSTOV-NA-DONU (RU)
35,Cargo,636017854,2021,2,ILLICHIVSK (UA)
36,Cargo,273452690,2021,2,YEYSK (RU)
37,Tanker,477133600,2021,2,YUZHNYY (UA)
38,Cargo,620769000,2021,2,MYKOLAYIV (UA)
39,Cargo,273430620,2021,2,YEYSK (RU)
40,Cargo,356083000,2021,2,NOVOROSSIYSK (RU)
41,Cargo,273437050,2021,2,ROSTOV-NA-DONU (RU)
42,Cargo,273389360,2021,2,NOVOROSSIYSK (RU)
43,Cargo,354448000,2021,2,KAVKAZ OIL TERMINAL (RU)
44,Cargo,207137000,2021,2,KAVKAZ OIL TERMINAL (RU)
