,vessel_type,mmsi,date_year,date_month,geo_name
0,Tanker,538001893,2022,7,EL ISMAILIYA (EG)
1,Cargo,538005842,2022,7,AS SUWAYS (EG)
2,Cargo,311001026,2022,7,MAPUTO (MZ)
3,Cargo,511100702,2022,7,DORALEH (DJ)
4,Tanker,636016292,2022,7,AS SUWAYS (EG)
5,Cargo,355980000,2022,7,EL ISMAILIYA (EG)
6,Tanker,341459000,2022,7,DORALEH (DJ)
7,Cargo,241693000,2022,7,MAPUTO (MZ)
8,Cargo,377366000,2022,7,AS SUWAYS (EG)
9,Tanker,538008919,2022,7,AS SUWAYS (EG)
10,Cargo,636014624,2022,7,BUR SAID (PORT SAID) (EG)
11,Cargo,636017495,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
12,Cargo,622121527,2022,7,BUR SAID (PORT SAID) (EG)
13,Cargo,369222000,2022,7,AS SUWAYS (EG)
14,Cargo,671160100,2022,7,AL KHAIR OIL TERMINAL (SD)
15,Cargo,247352300,2022,7,AS SUWAYS (EG)
16,Cargo,563000800,2022,7,BUR SAID (PORT SAID) (EG)
17,Tanker,538005567,2022,7,AS SUWAYS (EG)
18,Tanker,636021345,2022,7,AS SUWAYS (EG)
19,Tanker,215065000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
20,Cargo,563124400,2022,7,AS SUWAYS (EG)
21,Cargo,314432000,2022,7,EL MAADIYA (EG)
22,Cargo,538008820,2022,7,MOMBASA (KE)
23,Tanker,636020915,2022,7,AS SUWAYS (EG)
24,Cargo,273354910,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
25,Tanker,538003542,2022,7,AIN SUKHNA TERMINAL (EG)
26,Cargo,563102400,2022,7,EL ISMAILIYA (EG)
27,Cargo,405000345,2022,7,DAMIETTA (EG)
28,Cargo,219117000,2022,7,AS SUWAYS (EG)
29,Cargo,354428000,2022,7,DORALEH (DJ)
30,Cargo,218364000,2022,7,BUR SAID (PORT SAID) (EG)
31,Tanker,538005588,2022,7,BUR SAID (PORT SAID) (EG)
32,Cargo,356760000,2022,7,AS SUWAYS (EG)
33,Cargo,563757000,2022,7,AS SUWAYS (EG)
34,Cargo,631010060,2022,7,AL KHAIR OIL TERMINAL (SD)
35,Tanker,352898679,2022,7,BUR SAID (PORT SAID) (EG)
36,Tanker,215989000,2022,7,BUR SAID (PORT SAID) (EG)
37,Cargo,215879000,2022,7,BUR SAID (PORT SAID) (EG)
38,Cargo,219018765,2022,7,BUR SAID (PORT SAID) (EG)
39,Tanker,538005510,2022,7,AS SUWAYS (EG)
40,Tanker,563153900,2022,7,BUR SAID (PORT SAID) (EG)
41,Cargo,354633000,2022,7,BUR SAID (PORT SAID) (EG)
42,Cargo,311017900,2022,7,EL MAADIYA (EG)
43,Cargo,354747000,2022,7,AS SUWAYS (EG)
44,Cargo,229204000,2022,7,MOMBASA (KE)
45,Cargo,414065000,2022,7,MOMBASA (KE)
46,Cargo,538007659,2022,7,AS SUWAYS (EG)
47,Cargo,671192100,2022,7,EL MAADIYA (EG)
48,Cargo,538008317,2022,7,EL ISMAILIYA (EG)
49,Cargo,412379590,2022,7,BUR SAID (PORT SAID) (EG)
50,Cargo,356509000,2022,7,DORALEH (DJ)
51,Tanker,538006545,2022,7,AS SUWAYS (EG)
52,Cargo,631010060,2022,7,EL ISMAILIYA (EG)
53,Cargo,210070000,2022,7,EL ISMAILIYA (EG)
54,Cargo,636019579,2022,7,EL ISMAILIYA (EG)
55,Cargo,236586000,2022,7,EL MAADIYA (EG)
56,Cargo,636012253,2022,7,DAMIETTA (EG)
57,Cargo,247335700,2022,7,EL ISMAILIYA (EG)
58,Cargo,563135900,2022,7,EL ISMAILIYA (EG)
59,Cargo,215354000,2022,7,BUR SAID (PORT SAID) (EG)
60,Cargo,311000663,2022,7,MOMBASA (KE)
61,Cargo,538007659,2022,7,EL ISMAILIYA (EG)
62,Cargo,622139002,2022,7,ZAFARANA TERMINAL (EG)
63,Cargo,354171000,2022,7,EL MAADIYA (EG)
64,Cargo,304883000,2022,7,EL ISMAILIYA (EG)
65,Cargo,477746900,2022,7,AS SUWAYS (EG)
66,Cargo,352001116,2022,7,AS SUWAYS (EG)
67,Cargo,450421000,2022,7,AS SUWAYS (EG)
68,Cargo,373909000,2022,7,QUELIMANE (MZ)
69,Tanker,636016699,2022,7,BUR SAID (PORT SAID) (EG)
70,Cargo,563043400,2022,7,BUR SAID (PORT SAID) (EG)
71,Cargo,613006332,2022,7,MIKINDANI (TZ)
72,Cargo,373909000,2022,7,CHINDE (MZ)
73,Cargo,248426000,2022,7,BUR SAID (PORT SAID) (EG)
74,Tanker,249986000,2022,7,AS SUWAYS (EG)
75,Cargo,636021230,2022,7,AS SUWAYS (EG)
76,Tanker,636018123,2022,7,EL ISMAILIYA (EG)
77,Cargo,309253000,2022,7,BUR SAID (PORT SAID) (EG)
78,Cargo,450553000,2022,7,BUR SAID (PORT SAID) (EG)
79,Cargo,477669100,2022,7,AS SUWAYS (EG)
80,Cargo,636018101,2022,7,BUR SAID (PORT SAID) (EG)
81,Tanker,636015249,2022,7,BEIRA (MZ)
82,Tanker,374496000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
83,Cargo,636019583,2022,7,BUR SAID (PORT SAID) (EG)
84,Cargo,538007272,2022,7,AS SUWAYS (EG)
85,Cargo,414307000,2022,7,EL ISMAILIYA (EG)
86,Cargo,355823000,2022,7,AS SUWAYS (EG)
87,Tanker,374266000,2022,7,EL ISMAILIYA (EG)
88,Cargo,373237000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
89,Cargo,538009545,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
90,Tanker,247346000,2022,7,EL-ADABIYA (EG)
91,Tanker,563022700,2022,7,BEIRA (MZ)
92,Cargo,636020830,2022,7,AS SUWAYS (EG)
93,Tanker,538009771,2022,7,BUR SAID (PORT SAID) (EG)
94,Tanker,353069000,2022,7,EL ISMAILIYA (EG)
95,Cargo,311000877,2022,7,EL ISMAILIYA (EG)
96,Tanker,538009175,2022,7,BUR SAID (PORT SAID) (EG)
97,Tanker,563654000,2022,7,EL ISMAILIYA (EG)
98,Cargo,636016294,2022,7,EL ISMAILIYA (EG)
99,Cargo,311052200,2022,7,EL ISMAILIYA (EG)
100,Cargo,371466000,2022,7,BUR SAID (PORT SAID) (EG)
101,Cargo,636016262,2022,7,BUR SAID (PORT SAID) (EG)
102,Cargo,255805576,2022,7,AS SUWAYS (EG)
103,Cargo,538005657,2022,7,BUR SAID (PORT SAID) (EG)
104,Cargo,636018324,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
105,Cargo,477325700,2022,7,BUR SAID (PORT SAID) (EG)
106,Tanker,538009256,2022,7,BUR SAID (PORT SAID) (EG)
107,Cargo,215676000,2022,7,BUR SAID (PORT SAID) (EG)
108,Cargo,229393000,2022,7,AS SUWAYS (EG)
109,Tanker,548847000,2022,7,EL ISMAILIYA (EG)
110,Cargo,477832400,2022,7,BUR SAID (PORT SAID) (EG)
111,Cargo,577149000,2022,7,EL ISMAILIYA (EG)
112,Cargo,477220400,2022,7,BUR SAID (PORT SAID) (EG)
113,Tanker,636013350,2022,7,EL ISMAILIYA (EG)
114,Cargo,374742000,2022,7,DAMIETTA (EG)
115,Cargo,354084000,2022,7,EL ISMAILIYA (EG)
116,Cargo,636018395,2022,7,EL MAADIYA (EG)
117,Cargo,477045900,2022,7,EL MAADIYA (EG)
118,Cargo,374927000,2022,7,EL ISMAILIYA (EG)
119,Tanker,538010003,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
120,Cargo,311017800,2022,7,EL ISMAILIYA (EG)
121,Tanker,538003019,2022,7,BUR SAID (PORT SAID) (EG)
122,Tanker,215811000,2022,7,EL ISMAILIYA (EG)
123,Cargo,636020194,2022,7,EL MAADIYA (EG)
124,Cargo,259924000,2022,7,MAPUTO (MZ)
125,Tanker,219024902,2022,7,EL ISMAILIYA (EG)
126,Cargo,563127400,2022,7,EL-ADABIYA (EG)
127,Cargo,405000345,2022,7,EL ISMAILIYA (EG)
128,Tanker,564475000,2022,7,AS SUWAYS (EG)
129,Tanker,636017797,2022,7,EL-ADABIYA (EG)
130,Cargo,354602000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
131,Cargo,311054300,2022,7,AS SUWAYS (EG)
132,Tanker,563067900,2022,7,AS SUWAYS (EG)
133,Tanker,538008899,2022,7,DAMIETTA (EG)
134,Cargo,438031043,2022,7,AS SUWAYS (EG)
135,Cargo,311000663,2022,7,MJIMWEMA TERMINAL (TZ)
136,Cargo,471151000,2022,7,DORALEH (DJ)
137,Cargo,538008341,2022,7,AS SUWAYS (EG)
138,Cargo,450613000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
139,Cargo,229454000,2022,7,AS SUWAYS (EG)
140,Tanker,249855000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
141,Cargo,667001424,2022,7,EL ISMAILIYA (EG)
142,Cargo,636092602,2022,7,DORALEH (DJ)
143,Tanker,538009736,2022,7,EL ISMAILIYA (EG)
144,Tanker,565687000,2022,7,TANGA (TZ)
145,Tanker,352978182,2022,7,EL ISMAILIYA (EG)
146,Cargo,667001713,2022,7,BUR SAID (PORT SAID) (EG)
147,Tanker,538002922,2022,7,BUR SAID (PORT SAID) (EG)
148,Tanker,249287000,2022,7,BUR SAID (PORT SAID) (EG)
149,Cargo,636020347,2022,7,AS SUWAYS (EG)
150,Tanker,636018123,2022,7,BUR SAID (PORT SAID) (EG)
151,Cargo,636092914,2022,7,DAMIETTA (EG)
152,Tanker,319349000,2022,7,AS SUWAYS (EG)
153,Cargo,636018263,2022,7,EL-ADABIYA (EG)
154,Cargo,538007272,2022,7,ZAFARANA TERMINAL (EG)
155,Cargo,255805947,2022,7,BUR SAID (PORT SAID) (EG)
156,Cargo,477728400,2022,7,AS SUWAYS (EG)
157,Cargo,371218000,2022,7,EL ISMAILIYA (EG)
158,Tanker,566976000,2022,7,BUR SAID (PORT SAID) (EG)
159,Tanker,636013354,2022,7,AS SUWAYS (EG)
160,Cargo,314617000,2022,7,EL ISMAILIYA (EG)
161,Cargo,636018135,2022,7,EL ISMAILIYA (EG)
162,Cargo,356308000,2022,7,BUR SAID (PORT SAID) (EG)
163,Cargo,564756000,2022,7,AS SUWAYS (EG)
164,Cargo,477967700,2022,7,AS SUWAYS (EG)
165,Cargo,441133000,2022,7,AS SUWAYS (EG)
166,Cargo,636014964,2022,7,EL ISMAILIYA (EG)
167,Tanker,373930000,2022,7,ZEIT BAY LPG TERMINAL (EG)
168,Cargo,367093000,2022,7,EL ISMAILIYA (EG)
169,Cargo,338219000,2022,7,BUR SAID (PORT SAID) (EG)
170,Cargo,319153600,2022,7,AS SUWAYS (EG)
171,Cargo,477798100,2022,7,EL ISMAILIYA (EG)
172,Cargo,370930000,2022,7,AS SUWAYS (EG)
173,Cargo,538009387,2022,7,EL ISMAILIYA (EG)
174,Tanker,271002613,2022,7,BUR SAID (PORT SAID) (EG)
175,Tanker,229719000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
176,Tanker,636019637,2022,7,EL ISMAILIYA (EG)
177,Cargo,477202300,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
178,Cargo,257711000,2022,7,BUR SAID (PORT SAID) (EG)
179,Tanker,257910000,2022,7,BUR SAID (PORT SAID) (EG)
180,Tanker,229130000,2022,7,AS SUWAYS (EG)
181,Cargo,477070400,2022,7,BEIRA (MZ)
182,Tanker,636013156,2022,7,AS SUWAYS (EG)
183,Cargo,249870000,2022,7,EL MAADIYA (EG)
184,Tanker,563889000,2022,7,EL ISMAILIYA (EG)
185,Cargo,538009477,2022,7,AS SUWAYS (EG)
186,Cargo,355253000,2022,7,EL MAADIYA (EG)
187,Cargo,255806436,2022,7,EL ISMAILIYA (EG)
188,Cargo,636018991,2022,7,BUR SAID (PORT SAID) (EG)
189,Cargo,248950000,2022,7,EL ISMAILIYA (EG)
190,Cargo,538007272,2022,7,BUR SAID (PORT SAID) (EG)
191,Cargo,636021217,2022,7,EL ISMAILIYA (EG)
192,Cargo,356408000,2022,7,AS SUWAYS (EG)
193,Tanker,636019884,2022,7,DAMIETTA (EG)
194,Cargo,636092705,2022,7,AS SUWAYS (EG)
195,Tanker,247064200,2022,7,AS SUWAYS (EG)
196,Tanker,353221000,2022,7,EL ISMAILIYA (EG)
197,Cargo,538009967,2022,7,AS SUWAYS (EG)
198,Cargo,215419000,2022,7,EL MAADIYA (EG)
199,Cargo,477189300,2022,7,AS SUWAYS (EG)
200,Cargo,256169000,2022,7,BUR SAID (PORT SAID) (EG)
201,Cargo,373404000,2022,7,AS SUWAYS (EG)
202,Tanker,622120925,2022,7,AIN SUKHNA TERMINAL (EG)
203,Cargo,371563000,2022,7,BUR SAID (PORT SAID) (EG)
204,Cargo,636019032,2022,7,DAMIETTA (EG)
205,Cargo,636015817,2022,7,BUR SAID (PORT SAID) (EG)
206,Cargo,538009727,2022,7,BUR SAID (PORT SAID) (EG)
207,Tanker,636021149,2022,7,AS SUWAYS (EG)
208,Cargo,636018564,2022,7,BUR SAID (PORT SAID) (EG)
209,Cargo,413493080,2022,7,EL ISMAILIYA (EG)
210,Cargo,441992000,2022,7,EL ISMAILIYA (EG)
211,Tanker,352591000,2022,7,EL ISMAILIYA (EG)
212,Cargo,271041000,2022,7,EL MAADIYA (EG)
213,Cargo,353428000,2022,7,EL ISMAILIYA (EG)
214,Cargo,441301000,2022,7,EL ISMAILIYA (EG)
215,Cargo,414776000,2022,7,AS SUWAYS (EG)
216,Tanker,538007748,2022,7,BUR SAID (PORT SAID) (EG)
217,Tanker,636020893,2022,7,MJIMWEMA TERMINAL (TZ)
218,Cargo,636093023,2022,7,MAPUTO (MZ)
219,Cargo,538004332,2022,7,EL ISMAILIYA (EG)
220,Tanker,422340300,2022,7,BUR SAID (PORT SAID) (EG)
221,Tanker,311050700,2022,7,EL-ADABIYA (EG)
222,Cargo,355919000,2022,7,BUR SAID (PORT SAID) (EG)
223,Tanker,257405000,2022,7,EL ISMAILIYA (EG)
224,Cargo,372556000,2022,7,AS SUWAYS (EG)
225,Tanker,271045135,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
226,Tanker,636015015,2022,7,EL ISMAILIYA (EG)
227,Cargo,525100985,2022,7,BEIRA (MZ)
228,Cargo,677079200,2022,7,DORALEH (DJ)
229,Tanker,622120926,2022,7,EL HAMRA OIL TERMINAL (EG)
230,Tanker,538007471,2022,7,DORALEH (DJ)
231,Tanker,477345600,2022,7,AS SUWAYS (EG)
232,Cargo,229486000,2022,7,AL ISKANDARIYH (ALEXANDRIA) (EG)
233,Cargo,622112801,2022,7,DAMIETTA (EG)
234,Cargo,229626000,2022,7,BUR SAID (PORT SAID) (EG)
235,Cargo,215679000,2022,7,EL ISMAILIYA (EG)
236,Cargo,245615000,2022,7,EL MAADIYA (EG)
237,Tanker,419667000,2022,7,DORALEH (DJ)
238,Cargo,256588000,2022,7,AS SUWAYS (EG)
239,Cargo,636015435,2022,7,EL-ADABIYA (EG)
240,Cargo,636021020,2022,7,AS SUWAYS (EG)
241,Cargo,677034400,2022,7,AS SUWAYS (EG)
242,Cargo,334024000,2022,7,EL MAADIYA (EG)
243,Cargo,311044200,2022,7,MAPUTO (MZ)
244,Cargo,677079200,2022,7,EL ISMAILIYA (EG)
245,Tanker,538007278,2022,7,AS SUWAYS (EG)
246,Tanker,636019350,2022,7,RAS ABU ZANIMAH (EG)
247,Cargo,636017414,2022,7,AS SUWAYS (EG)
248,Cargo,256649000,2022,7,EL MAADIYA (EG)
249,Cargo,228353600,2022,7,AS SUWAYS (EG)
250,Tanker,622120921,2022,7,ZAFARANA TERMINAL (EG)
