,vessel_type,mmsi,date_year,date_month,geo_name
0,Cargo,563145100,2022,2,MJIMWEMA TERMINAL (TZ)
1,Cargo,566894000,2022,2,MJIMWEMA TERMINAL (TZ)
2,Tanker,538009584,2022,2,NACALA (MZ)
3,Cargo,304010853,2022,2,BUR SAID (PORT SAID) (EG)
4,Cargo,247335600,2022,2,AS SUWAYS (EG)
5,Cargo,271047914,2022,2,BUR SAID (PORT SAID) (EG)
6,Cargo,538008471,2022,2,BUR SAID (PORT SAID) (EG)
7,Tanker,538006655,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
8,Cargo,636020814,2022,2,BUR SAID (PORT SAID) (EG)
9,Cargo,620912000,2022,2,EL MAADIYA (EG)
10,Cargo,636017764,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
11,Cargo,511100615,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
12,Cargo,477347700,2022,2,AS SUWAYS (EG)
13,Cargo,477790200,2022,2,AS SUWAYS (EG)
14,Cargo,229373000,2022,2,AS SUWAYS (EG)
15,Tanker,311000360,2022,2,BUR SAID (PORT SAID) (EG)
16,Cargo,477462100,2022,2,MOMBASA (KE)
17,Cargo,228401800,2022,2,BUR SAID (PORT SAID) (EG)
18,Cargo,622120321,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
19,Cargo,538008122,2022,2,AS SUWAYS (EG)
20,Tanker,538007960,2022,2,AS SUWAYS (EG)
21,Cargo,212934000,2022,2,EL ISMAILIYA (EG)
22,Cargo,622121427,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
23,Cargo,538006661,2022,2,DJIBOUTI (DJ)
24,Cargo,677082300,2022,2,AL KHAIR OIL TERMINAL (SD)
25,Cargo,354754000,2022,2,EL MAADIYA (EG)
26,Cargo,248699000,2022,2,AS SUWAYS (EG)
27,Cargo,636018564,2022,2,AS SUWAYS (EG)
28,Cargo,255806121,2022,2,BUR SAID (PORT SAID) (EG)
29,Cargo,477213400,2022,2,AS SUWAYS (EG)
30,Cargo,477154700,2022,2,BUR SAID (PORT SAID) (EG)
31,Cargo,622121427,2022,2,DAMIETTA (EG)
32,Cargo,511100215,2022,2,DORALEH (DJ)
33,Cargo,563106400,2022,2,AS SUWAYS (EG)
34,Tanker,477049100,2022,2,AS SUWAYS (EG)
35,Tanker,538005816,2022,2,AS SUWAYS (EG)
36,Cargo,636015988,2022,2,MAPUTO (MZ)
37,Cargo,373932000,2022,2,BUR SAID (PORT SAID) (EG)
38,Tanker,636019145,2022,2,MOMBASA (KE)
39,Cargo,256564000,2022,2,DORALEH (DJ)
40,Cargo,229202000,2022,2,DORALEH (DJ)
41,Cargo,371799000,2022,2,BUR SAID (PORT SAID) (EG)
42,Cargo,305715000,2022,2,EL MAADIYA (EG)
43,Cargo,477852300,2022,2,AS SUWAYS (EG)
44,Cargo,636092896,2022,2,AS SUWAYS (EG)
45,Cargo,621819050,2022,2,DORALEH (DJ)
46,Tanker,311000393,2022,2,WADI FEIRAN (EG)
47,Cargo,477743200,2022,2,BUR SAID (PORT SAID) (EG)
48,Cargo,636021390,2022,2,AS SUWAYS (EG)
49,Cargo,305032000,2022,2,EL MAADIYA (EG)
50,Cargo,671706000,2022,2,RAS GHARIB (EG)
51,Cargo,354973000,2022,2,BUR SAID (PORT SAID) (EG)
52,Cargo,247019600,2022,2,EL MAADIYA (EG)
53,Cargo,229293000,2022,2,AS SUWAYS (EG)
54,Cargo,413492450,2022,2,EL ISMAILIYA (EG)
55,Cargo,538005362,2022,2,MOMBASA (KE)
56,Cargo,247352300,2022,2,BUR SAID (PORT SAID) (EG)
57,Cargo,636015430,2022,2,EL ISMAILIYA (EG)
58,Cargo,636092330,2022,2,EL ISMAILIYA (EG)
59,Tanker,538008858,2022,2,EL-ADABIYA (EG)
60,Cargo,538009829,2022,2,AS SUWAYS (EG)
61,Cargo,636017493,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
62,Cargo,352634000,2022,2,BUR SAID (PORT SAID) (EG)
63,Cargo,636020663,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
64,Cargo,412034000,2022,2,EL ISMAILIYA (EG)
65,Tanker,636013381,2022,2,AS SUWAYS (EG)
66,Cargo,538009189,2022,2,AS SUWAYS (EG)
67,Cargo,352898674,2022,2,EL MAADIYA (EG)
68,Cargo,477639500,2022,2,AS SUWAYS (EG)
69,Tanker,241630000,2022,2,BEIRA (MZ)
70,Cargo,257277000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
71,Tanker,636016739,2022,2,AS SUWAYS (EG)
72,Cargo,622121423,2022,2,AS SUWAYS (EG)
73,Cargo,636015536,2022,2,MAPUTO (MZ)
74,Cargo,477950100,2022,2,MJIMWEMA TERMINAL (TZ)
75,Cargo,241160000,2022,2,AS SUWAYS (EG)
76,Cargo,450612000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
77,Cargo,677031200,2022,2,AS SUWAYS (EG)
78,Cargo,205569000,2022,2,AS SUWAYS (EG)
79,Cargo,311000384,2022,2,EL ISMAILIYA (EG)
80,Tanker,219029326,2022,2,AIN SUKHNA TERMINAL (EG)
81,Cargo,563108900,2022,2,DAMIETTA (EG)
82,Cargo,563933000,2022,2,AS SUWAYS (EG)
83,Cargo,218426000,2022,2,AS SUWAYS (EG)
84,Tanker,538005776,2022,2,AS SUWAYS (EG)
85,Cargo,511518000,2022,2,DORALEH (DJ)
86,Cargo,636020878,2022,2,BUR SAID (PORT SAID) (EG)
87,Cargo,671975000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
88,Cargo,229204000,2022,2,BUR SAID (PORT SAID) (EG)
89,Cargo,636019407,2022,2,AS SUWAYS (EG)
90,Cargo,272144000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
91,Cargo,677072800,2022,2,EL MAADIYA (EG)
92,Cargo,356244000,2022,2,EL ISMAILIYA (EG)
93,Cargo,354633000,2022,2,DAMIETTA (EG)
94,Cargo,636017188,2022,2,BUR SAID (PORT SAID) (EG)
95,Cargo,538006603,2022,2,AS SUWAYS (EG)
96,Tanker,248123000,2022,2,BUR SAID (PORT SAID) (EG)
97,Cargo,431190000,2022,2,BUR SAID (PORT SAID) (EG)
98,Cargo,245237000,2022,2,DAMIETTA (EG)
99,Cargo,538006940,2022,2,AS SUWAYS (EG)
100,Cargo,341379000,2022,2,BUR SAID (PORT SAID) (EG)
101,Cargo,636016321,2022,2,AS SUWAYS (EG)
102,Cargo,371743000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
103,Cargo,538005674,2022,2,DORALEH (DJ)
104,Cargo,636016910,2022,2,AS SUWAYS (EG)
105,Tanker,636018672,2022,2,AL KHAIR OIL TERMINAL (SD)
106,Cargo,413493080,2022,2,BUR SAID (PORT SAID) (EG)
107,Cargo,334985000,2022,2,AL KHAIR OIL TERMINAL (SD)
108,Cargo,255806099,2022,2,BUR SAID (PORT SAID) (EG)
109,Tanker,229094000,2022,2,AS SUWAYS (EG)
110,Cargo,636016827,2022,2,AS SUWAYS (EG)
111,Cargo,538009624,2022,2,MOMBASA (KE)
112,Cargo,622113180,2022,2,EL MAADIYA (EG)
113,Cargo,538006949,2022,2,EL-ADABIYA (EG)
114,Cargo,357332000,2022,2,BEIRA (MZ)
115,Cargo,538009605,2022,2,MOMBASA (KE)
116,Tanker,219445000,2022,2,DORALEH (DJ)
117,Cargo,218845000,2022,2,DAMIETTA (EG)
118,Cargo,477967600,2022,2,MJIMWEMA TERMINAL (TZ)
119,Cargo,374971000,2022,2,BEIRA (MZ)
120,Tanker,311000393,2022,2,BUR SAID (PORT SAID) (EG)
121,Cargo,671259100,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
122,Cargo,211362460,2022,2,AS SUWAYS (EG)
123,Cargo,563042300,2022,2,BUR SAID (PORT SAID) (EG)
124,Cargo,354738000,2022,2,PEBANE (MZ)
125,Cargo,636092500,2022,2,MJIMWEMA TERMINAL (TZ)
126,Cargo,351374000,2022,2,EL ISMAILIYA (EG)
127,Cargo,257427000,2022,2,AS SUWAYS (EG)
128,Tanker,636016292,2022,2,AS SUWAYS (EG)
129,Cargo,636019376,2022,2,BUR SAID (PORT SAID) (EG)
130,Tanker,220629000,2022,2,AS SUWAYS (EG)
131,Cargo,622139002,2022,2,BESHAYER OIL TERMINAL (SD)
132,Tanker,636018566,2022,2,AS SUWAYS (EG)
133,Cargo,351780000,2022,2,AS SUWAYS (EG)
134,Cargo,372914000,2022,2,DORALEH (DJ)
135,Cargo,371147000,2022,2,EL ISMAILIYA (EG)
136,Cargo,477392400,2022,2,BUR SAID (PORT SAID) (EG)
137,Cargo,620718000,2022,2,DAMIETTA (EG)
138,Cargo,431296000,2022,2,BUR SAID (PORT SAID) (EG)
139,Cargo,255806283,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
140,Cargo,374982000,2022,2,BUR SAID (PORT SAID) (EG)
141,Tanker,636020839,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
142,Cargo,273210440,2022,2,AS SUWAYS (EG)
143,Tanker,319091700,2022,2,AS SUWAYS (EG)
144,Tanker,403581000,2022,2,DORALEH (DJ)
145,Tanker,538004640,2022,2,AS SUWAYS (EG)
146,Tanker,636021069,2022,2,EL MAADIYA (EG)
147,Cargo,538004772,2022,2,AS SUWAYS (EG)
148,Tanker,622120927,2022,2,ZAFARANA TERMINAL (EG)
149,Cargo,357446000,2022,2,AS SUWAYS (EG)
150,Cargo,311052700,2022,2,AS SUWAYS (EG)
151,Tanker,271048807,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
152,Cargo,671480000,2022,2,EL MAADIYA (EG)
153,Cargo,538003987,2022,2,DORALEH (DJ)
154,Cargo,671012100,2022,2,EL MAADIYA (EG)
155,Cargo,249324000,2022,2,AS SUWAYS (EG)
156,Tanker,572923210,2022,2,MOMBASA (KE)
157,Cargo,636093018,2022,2,AS SUWAYS (EG)
158,Cargo,477631200,2022,2,AS SUWAYS (EG)
159,Cargo,338657000,2022,2,MOMBASA (KE)
160,Cargo,477795300,2022,2,AS SUWAYS (EG)
161,Cargo,671345000,2022,2,SHARM EL SHEIKH (EG)
162,Cargo,620451000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
163,Cargo,563044300,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
164,Cargo,538007402,2022,2,EL ISMAILIYA (EG)
165,Cargo,636019029,2022,2,AS SUWAYS (EG)
166,Cargo,636021264,2022,2,AS SUWAYS (EG)
167,Cargo,312849000,2022,2,BUR SAID (PORT SAID) (EG)
168,Cargo,356234000,2022,2,AS SUWAYS (EG)
169,Cargo,314478000,2022,2,BUR SAID (PORT SAID) (EG)
170,Cargo,538008068,2022,2,RAS GHARIB (EG)
171,Cargo,622139001,2022,2,BUR SAFAGA (EG)
172,Cargo,622121421,2022,2,BUR SAID (PORT SAID) (EG)
173,Cargo,636020878,2022,2,DORALEH (DJ)
174,Tanker,353754000,2022,2,EL ISMAILIYA (EG)
175,Cargo,563115400,2022,2,AIN SUKHNA TERMINAL (EG)
176,Cargo,354805000,2022,2,BUR SAID (PORT SAID) (EG)
177,Cargo,636020499,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
178,Cargo,671158100,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
179,Tanker,636014081,2022,2,EL ISMAILIYA (EG)
180,Cargo,414175000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
181,Cargo,677090200,2022,2,EL MAADIYA (EG)
182,Cargo,563028900,2022,2,AS SUWAYS (EG)
183,Cargo,351297000,2022,2,AS SUWAYS (EG)
184,Cargo,566779000,2022,2,AS SUWAYS (EG)
185,Tanker,215910000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
186,Tanker,538004279,2022,2,AL KHAIR OIL TERMINAL (SD)
187,Cargo,341979000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
188,Tanker,538007363,2022,2,EL ISMAILIYA (EG)
189,Tanker,538008878,2022,2,AS SUWAYS (EG)
190,Cargo,636092489,2022,2,MJIMWEMA TERMINAL (TZ)
191,Cargo,356683000,2022,2,EL MAADIYA (EG)
192,Cargo,255806075,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
193,Tanker,563106700,2022,2,AS SUWAYS (EG)
194,Cargo,671265000,2022,2,DAMIETTA (EG)
195,Cargo,210943000,2022,2,BUR SAID (PORT SAID) (EG)
196,Cargo,357094000,2022,2,MAPUTO (MZ)
197,Tanker,210336000,2022,2,AS SUWAYS (EG)
198,Tanker,564430000,2022,2,AS SUWAYS (EG)
199,Cargo,538005064,2022,2,EL MAADIYA (EG)
200,Cargo,373773000,2022,2,BUR SAID (PORT SAID) (EG)
201,Cargo,566955000,2022,2,AS SUWAYS (EG)
202,Cargo,228402900,2022,2,BUR SAID (PORT SAID) (EG)
203,Tanker,352388000,2022,2,BUR SAID (PORT SAID) (EG)
204,Cargo,259701000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
205,Cargo,636092330,2022,2,BUR SAID (PORT SAID) (EG)
206,Cargo,622139002,2022,2,AIN SUKHNA TERMINAL (EG)
207,Cargo,304134000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
208,Cargo,372893000,2022,2,AS SUWAYS (EG)
209,Cargo,538002772,2022,2,AS SUWAYS (EG)
210,Tanker,538004629,2022,2,AS SUWAYS (EG)
211,Cargo,636020374,2022,2,BUR SAID (PORT SAID) (EG)
212,Tanker,538005894,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
213,Tanker,229619000,2022,2,AL KHAIR OIL TERMINAL (SD)
214,Tanker,229583000,2022,2,BUR SAID (PORT SAID) (EG)
215,Cargo,511844000,2022,2,EL MAADIYA (EG)
216,Cargo,538008956,2022,2,BUR SAID (PORT SAID) (EG)
217,Cargo,538009189,2022,2,EL ISMAILIYA (EG)
218,Tanker,259071000,2022,2,AS SUWAYS (EG)
219,Cargo,626060000,2022,2,DAMIETTA (EG)
220,Cargo,636017537,2022,2,AS SUWAYS (EG)
221,Cargo,636019056,2022,2,EL MAADIYA (EG)
222,Cargo,355253000,2022,2,DAMIETTA (EG)
223,Tanker,255626000,2022,2,EL ISMAILIYA (EG)
224,Tanker,219279000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
225,Cargo,370869000,2022,2,AS SUWAYS (EG)
226,Cargo,477397800,2022,2,BUR SAID (PORT SAID) (EG)
227,Cargo,538009189,2022,2,BUR SAID (PORT SAID) (EG)
228,Cargo,271048717,2022,2,AS SUWAYS (EG)
229,Cargo,477519400,2022,2,BUR SAID (PORT SAID) (EG)
230,Cargo,563059200,2022,2,BUR SAID (PORT SAID) (EG)
231,Cargo,354396000,2022,2,AS SUWAYS (EG)
232,Cargo,352898691,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
233,Cargo,219629000,2022,2,BUR SAID (PORT SAID) (EG)
234,Tanker,477648900,2022,2,BUR SAID (PORT SAID) (EG)
235,Cargo,565694000,2022,2,EL MAADIYA (EG)
236,Cargo,354918000,2022,2,MAPUTO (MZ)
237,Tanker,636018672,2022,2,EL ISMAILIYA (EG)
238,Cargo,538007988,2022,2,DAMIETTA (EG)
239,Cargo,636018145,2022,2,BUR SAID (PORT SAID) (EG)
240,Tanker,538005478,2022,2,BUR SAID (PORT SAID) (EG)
241,Cargo,256613000,2022,2,BUR SAID (PORT SAID) (EG)
242,Cargo,305506000,2022,2,DAMIETTA (EG)
243,Cargo,305856000,2022,2,BUR SAID (PORT SAID) (EG)
244,Cargo,577474000,2022,2,EL MAADIYA (EG)
245,Cargo,215489000,2022,2,EL ISMAILIYA (EG)
246,Cargo,563313000,2022,2,AS SUWAYS (EG)
247,Cargo,373694000,2022,2,EL ISMAILIYA (EG)
248,Cargo,636018102,2022,2,BUR SAID (PORT SAID) (EG)
249,Cargo,215657000,2022,2,BUR SAID (PORT SAID) (EG)
250,Tanker,403502000,2022,2,BUR SAID (PORT SAID) (EG)
251,Tanker,626069000,2022,2,DORALEH (DJ)
252,Cargo,354126000,2022,2,CHINDE (MZ)
253,Cargo,477524900,2022,2,AS SUWAYS (EG)
254,Cargo,620795000,2022,2,AS SUWAYS (EG)
255,Cargo,413489920,2022,2,AS SUWAYS (EG)
256,Cargo,538007799,2022,2,MAPUTO (MZ)
257,Tanker,538005893,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
258,Tanker,538005871,2022,2,BUR SAID (PORT SAID) (EG)
259,Cargo,352001116,2022,2,AS SUWAYS (EG)
260,Tanker,566683000,2022,2,AS SUWAYS (EG)
261,Tanker,403098000,2022,2,RAS SHUKHIER (EG)
262,Cargo,620839000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
263,Tanker,538003032,2022,2,EL-ADABIYA (EG)
264,Tanker,538007511,2022,2,AS SUWAYS (EG)
265,Cargo,215692000,2022,2,EL MAADIYA (EG)
266,Tanker,241343000,2022,2,AIN SUKHNA TERMINAL (EG)
267,Tanker,622120926,2022,2,AS SUWAYS (EG)
268,Cargo,209443000,2022,2,AS SUWAYS (EG)
269,Tanker,566234000,2022,2,CHAKE CHAKE (TZ)
270,Cargo,636092738,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
271,Tanker,538005982,2022,2,AS SUWAYS (EG)
272,Tanker,538009212,2022,2,AS SUWAYS (EG)
273,Tanker,636016951,2022,2,MAPUTO (MZ)
274,Tanker,636020099,2022,2,AS SUWAYS (EG)
275,Cargo,219854000,2022,2,AS SUWAYS (EG)
276,Cargo,219544000,2022,2,AS SUWAYS (EG)
277,Cargo,355271000,2022,2,BUR SAID (PORT SAID) (EG)
278,Cargo,636015992,2022,2,AS SUWAYS (EG)
279,Cargo,352935000,2022,2,BUR SAID (PORT SAID) (EG)
280,Cargo,477172700,2022,2,AS SUWAYS (EG)
281,Cargo,477021400,2022,2,MJIMWEMA TERMINAL (TZ)
282,Tanker,636020856,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
283,Cargo,245732000,2022,2,AS SUWAYS (EG)
284,Cargo,566857000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
285,Cargo,636016498,2022,2,EL ISMAILIYA (EG)
286,Cargo,566977000,2022,2,EL ISMAILIYA (EG)
287,Cargo,356811000,2022,2,AS SUWAYS (EG)
288,Cargo,538009016,2022,2,BUR SAID (PORT SAID) (EG)
289,Tanker,538008525,2022,2,EL ISMAILIYA (EG)
290,Tanker,319349000,2022,2,EL ISMAILIYA (EG)
291,Cargo,256968000,2022,2,BUR SAID (PORT SAID) (EG)
292,Cargo,357962000,2022,2,BUR SAID (PORT SAID) (EG)
293,Cargo,236111886,2022,2,BUR SAID (PORT SAID) (EG)
294,Cargo,355991000,2022,2,DAMIETTA (EG)
295,Cargo,677098300,2022,2,AS SUWAYS (EG)
296,Tanker,354731000,2022,2,DORALEH (DJ)
297,Cargo,229007000,2022,2,BUR SAID (PORT SAID) (EG)
298,Cargo,247312100,2022,2,MJIMWEMA TERMINAL (TZ)
299,Cargo,352980832,2022,2,PEBANE (MZ)
300,Cargo,671158100,2022,2,DAMIETTA (EG)
301,Cargo,671700000,2022,2,AS SUWAYS (EG)
302,Cargo,229276000,2022,2,BUR SAID (PORT SAID) (EG)
303,Cargo,372810000,2022,2,AL ISKANDARIYH (ALEXANDRIA) (EG)
304,Cargo,374156000,2022,2,AS SUWAYS (EG)
305,Tanker,271048201,2022,2,AL KHAIR OIL TERMINAL (SD)
306,Cargo,577238000,2022,2,MJIMWEMA TERMINAL (TZ)
307,Cargo,357070000,2022,2,BUR SAID (PORT SAID) (EG)
308,Cargo,229629000,2022,2,MOMBASA (KE)
309,Cargo,636017388,2022,2,AS SUWAYS (EG)
310,Cargo,372231000,2022,2,CHINDE (MZ)
311,Cargo,414293000,2022,2,AS SUWAYS (EG)
312,Cargo,351597000,2022,2,BUR SAID (PORT SAID) (EG)
313,Cargo,538004332,2022,2,NACALA (MZ)
314,Tanker,538008235,2022,2,AS SUWAYS (EG)
315,Tanker,240420000,2022,2,AIN SUKHNA TERMINAL (EG)
316,Cargo,563887000,2022,2,BEIRA (MZ)
317,Cargo,566805000,2022,2,NACALA (MZ)
318,Tanker,538005575,2022,2,BUR SAID (PORT SAID) (EG)
319,Cargo,636016113,2022,2,BUR SAID (PORT SAID) (EG)
320,Cargo,248779000,2022,2,AS SUWAYS (EG)
321,Cargo,564724000,2022,2,EL ISMAILIYA (EG)
322,Tanker,311040100,2022,2,BUR SAID (PORT SAID) (EG)
323,Tanker,636020739,2022,2,AS SUWAYS (EG)
324,Tanker,563041600,2022,2,BUR SAID (PORT SAID) (EG)
325,Tanker,563030090,2022,2,EL MAADIYA (EG)
326,Cargo,229276000,2022,2,AS SUWAYS (EG)
327,Cargo,477736500,2022,2,DORALEH (DJ)
328,Tanker,636015362,2022,2,AS SUWAYS (EG)
329,Cargo,538006940,2022,2,EL ISMAILIYA (EG)
