geo_name,date_year,date_month,vessel_type,total,UA,RU,longitude,latitude,iso2
GELENDZHIK (RU),2021,9,Tanker,2,1,2,38.066667,44.55,RU
GELENDZHIK (RU),2021,9,Cargo,2,0,2,38.066667,44.55,RU
GELENDZHIK (RU),2021,10,Cargo,10,1,10,38.066667,44.55,RU
GELENDZHIK (RU),2021,10,Tanker,3,0,3,38.066667,44.55,RU
GELENDZHIK (RU),2021,11,Cargo,3,0,3,38.066667,44.55,RU
GELENDZHIK (RU),2021,11,Tanker,2,0,2,38.066667,44.55,RU
GELENDZHIK (RU),2021,12,Tanker,4,0,4,38.066667,44.55,RU
GELENDZHIK (RU),2021,12,Cargo,3,0,3,38.066667,44.55,RU
GELENDZHIK (RU),2022,1,Tanker,2,0,2,38.066667,44.55,RU
GELENDZHIK (RU),2022,1,Cargo,3,1,3,38.066667,44.55,RU
GELENDZHIK (RU),2022,2,Tanker,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,3,Tanker,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,3,Cargo,5,0,5,38.066667,44.55,RU
GELENDZHIK (RU),2022,4,Cargo,4,1,4,38.066667,44.55,RU
GELENDZHIK (RU),2022,4,Tanker,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,5,Tanker,5,0,5,38.066667,44.55,RU
GELENDZHIK (RU),2022,5,Cargo,4,0,4,38.066667,44.55,RU
GELENDZHIK (RU),2022,6,Tanker,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,6,Cargo,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,7,Tanker,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,7,Cargo,1,0,1,38.066667,44.55,RU
GELENDZHIK (RU),2022,8,Tanker,2,1,2,38.066667,44.55,RU
GELENDZHIK (RU),2022,8,Cargo,3,0,3,38.066667,44.55,RU
GELENDZHIK (RU),2022,9,Cargo,3,0,3,38.066667,44.55,RU
GELENDZHIK (RU),2022,10,Tanker,3,0,3,38.066667,44.55,RU
GELENDZHIK (RU),2022,10,Cargo,1,0,1,38.066667,44.55,RU
HAMRAWEIN (EG),2022,6,Cargo,1,0,0,34.2,26.25,EG
HAMRAWEIN (EG),2022,10,Cargo,1,0,0,34.2,26.25,EG
HENICHESK (UA),2022,3,Tanker,1,1,0,34.816667,46.166667,UA
HENICHESK (UA),2022,4,Cargo,1,1,0,34.816667,46.166667,UA
HENICHESK (UA),2022,5,Cargo,1,1,0,34.816667,46.166667,UA
HENICHESK (UA),2022,10,Cargo,1,1,0,34.816667,46.166667,UA
IBO (MZ),2021,10,Cargo,1,0,0,40.616667,-12.333333,MZ
IBO (MZ),2021,12,Cargo,2,0,0,40.616667,-12.333333,MZ
IBO (MZ),2022,1,Cargo,1,0,0,40.616667,-12.333333,MZ
IBO (MZ),2022,2,Cargo,1,0,0,40.616667,-12.333333,MZ
IBO (MZ),2022,6,Cargo,1,0,0,40.616667,-12.333333,MZ
IBO (MZ),2022,8,Cargo,2,0,0,40.616667,-12.333333,MZ
IBO (MZ),2022,9,Cargo,1,0,0,40.616667,-12.333333,MZ
ILLICHIVSK (UA),2021,8,Cargo,191,191,29,30.65,46.3,UA
ILLICHIVSK (UA),2021,8,Tanker,22,22,7,30.65,46.3,UA
ILLICHIVSK (UA),2021,9,Cargo,174,174,38,30.65,46.3,UA
ILLICHIVSK (UA),2021,9,Tanker,17,17,4,30.65,46.3,UA
ILLICHIVSK (UA),2021,10,Cargo,184,184,47,30.65,46.3,UA
ILLICHIVSK (UA),2021,10,Tanker,19,19,6,30.65,46.3,UA
ILLICHIVSK (UA),2021,11,Cargo,182,182,32,30.65,46.3,UA
ILLICHIVSK (UA),2021,11,Tanker,21,21,7,30.65,46.3,UA
ILLICHIVSK (UA),2021,12,Cargo,190,190,44,30.65,46.3,UA
ILLICHIVSK (UA),2021,12,Tanker,26,26,10,30.65,46.3,UA
ILLICHIVSK (UA),2022,1,Cargo,167,167,38,30.65,46.3,UA
ILLICHIVSK (UA),2022,1,Tanker,16,16,2,30.65,46.3,UA
ILLICHIVSK (UA),2022,2,Cargo,171,171,25,30.65,46.3,UA
ILLICHIVSK (UA),2022,2,Tanker,16,16,4,30.65,46.3,UA
ILLICHIVSK (UA),2022,3,Cargo,26,26,1,30.65,46.3,UA
ILLICHIVSK (UA),2022,3,Tanker,2,2,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,4,Cargo,22,22,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,4,Tanker,2,2,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,5,Cargo,21,21,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,5,Tanker,1,1,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,6,Cargo,20,20,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,6,Tanker,1,1,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,7,Cargo,23,23,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,7,Tanker,1,1,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,8,Tanker,8,8,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,8,Cargo,67,67,8,30.65,46.3,UA
ILLICHIVSK (UA),2022,9,Tanker,16,16,0,30.65,46.3,UA
ILLICHIVSK (UA),2022,9,Cargo,130,130,13,30.65,46.3,UA
ILLICHIVSK (UA),2022,10,Cargo,120,120,4,30.65,46.3,UA
ILLICHIVSK (UA),2022,10,Tanker,14,14,0,30.65,46.3,UA
INHAMBANE (MZ),2021,11,Cargo,1,0,0,35.4,-23.916667,MZ
IZMAYIL (UA),2021,8,Cargo,89,89,12,28.85,45.333333,UA
IZMAYIL (UA),2021,8,Tanker,12,12,3,28.85,45.333333,UA
IZMAYIL (UA),2021,9,Cargo,99,99,32,28.85,45.333333,UA
IZMAYIL (UA),2021,9,Tanker,17,17,6,28.85,45.333333,UA
IZMAYIL (UA),2021,10,Cargo,121,121,31,28.85,45.333333,UA
IZMAYIL (UA),2021,10,Tanker,10,10,1,28.85,45.333333,UA
IZMAYIL (UA),2021,11,Cargo,101,101,33,28.85,45.333333,UA
IZMAYIL (UA),2021,11,Tanker,12,12,2,28.85,45.333333,UA
IZMAYIL (UA),2021,12,Cargo,124,124,25,28.85,45.333333,UA
IZMAYIL (UA),2021,12,Tanker,18,18,7,28.85,45.333333,UA
IZMAYIL (UA),2022,1,Cargo,115,115,26,28.85,45.333333,UA
IZMAYIL (UA),2022,1,Tanker,17,17,7,28.85,45.333333,UA
IZMAYIL (UA),2022,2,Cargo,91,91,23,28.85,45.333333,UA
IZMAYIL (UA),2022,2,Tanker,16,16,4,28.85,45.333333,UA
IZMAYIL (UA),2022,3,Cargo,101,101,13,28.85,45.333333,UA
IZMAYIL (UA),2022,3,Tanker,13,13,2,28.85,45.333333,UA
IZMAYIL (UA),2022,4,Cargo,119,119,13,28.85,45.333333,UA
IZMAYIL (UA),2022,4,Tanker,20,20,1,28.85,45.333333,UA
IZMAYIL (UA),2022,5,Cargo,159,159,20,28.85,45.333333,UA
IZMAYIL (UA),2022,5,Tanker,30,30,2,28.85,45.333333,UA
IZMAYIL (UA),2022,6,Cargo,157,157,12,28.85,45.333333,UA
IZMAYIL (UA),2022,6,Tanker,33,33,2,28.85,45.333333,UA
IZMAYIL (UA),2022,7,Cargo,188,188,15,28.85,45.333333,UA
IZMAYIL (UA),2022,7,Tanker,49,49,2,28.85,45.333333,UA
IZMAYIL (UA),2022,8,Cargo,221,221,22,28.85,45.333333,UA
IZMAYIL (UA),2022,8,Tanker,54,54,1,28.85,45.333333,UA
IZMAYIL (UA),2022,9,Cargo,204,204,11,28.85,45.333333,UA
IZMAYIL (UA),2022,9,Tanker,53,53,3,28.85,45.333333,UA
IZMAYIL (UA),2022,10,Cargo,222,222,11,28.85,45.333333,UA
IZMAYIL (UA),2022,10,Tanker,61,61,3,28.85,45.333333,UA
KAVKAZ OIL TERMINAL (RU),2021,8,Cargo,596,165,596,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,8,Tanker,191,23,191,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,9,Cargo,577,201,577,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,9,Tanker,190,31,190,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,10,Cargo,566,177,566,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,10,Tanker,215,42,215,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,11,Cargo,385,131,385,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,11,Tanker,186,33,186,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,12,Cargo,262,78,262,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2021,12,Tanker,138,24,138,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,1,Cargo,250,98,250,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,1,Tanker,128,20,128,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,2,Cargo,290,108,290,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,2,Tanker,139,18,139,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,3,Cargo,242,31,242,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,3,Tanker,124,5,124,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,4,Cargo,292,18,292,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,4,Tanker,137,6,137,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,5,Cargo,320,22,320,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,5,Tanker,156,7,156,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,6,Cargo,349,18,349,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,6,Tanker,155,6,155,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,7,Cargo,416,26,416,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,7,Tanker,157,4,157,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,8,Cargo,445,54,445,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,8,Tanker,161,14,161,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,9,Cargo,388,63,388,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,9,Tanker,158,19,158,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,10,Cargo,422,49,422,36.65,45.333333,RU
KAVKAZ OIL TERMINAL (RU),2022,10,Tanker,176,16,176,36.65,45.333333,RU
KERCH (UA),2021,8,Cargo,11,11,11,36.483333,45.35,UA
KERCH (UA),2021,8,Tanker,6,6,6,36.483333,45.35,UA
KERCH (UA),2021,9,Cargo,11,11,11,36.483333,45.35,UA
KERCH (UA),2021,9,Tanker,5,5,5,36.483333,45.35,UA
KERCH (UA),2021,10,Cargo,8,8,8,36.483333,45.35,UA
KERCH (UA),2021,10,Tanker,7,7,7,36.483333,45.35,UA
KERCH (UA),2021,11,Cargo,4,4,4,36.483333,45.35,UA
KERCH (UA),2021,11,Tanker,3,3,3,36.483333,45.35,UA
KERCH (UA),2021,12,Tanker,3,3,3,36.483333,45.35,UA
KERCH (UA),2021,12,Cargo,4,4,4,36.483333,45.35,UA
KERCH (UA),2022,1,Tanker,4,4,4,36.483333,45.35,UA
KERCH (UA),2022,1,Cargo,6,6,5,36.483333,45.35,UA
KERCH (UA),2022,2,Cargo,3,3,3,36.483333,45.35,UA
KERCH (UA),2022,2,Tanker,2,2,1,36.483333,45.35,UA
KERCH (UA),2022,3,Cargo,7,7,6,36.483333,45.35,UA
KERCH (UA),2022,3,Tanker,1,1,1,36.483333,45.35,UA
KERCH (UA),2022,4,Cargo,7,7,6,36.483333,45.35,UA
KERCH (UA),2022,4,Tanker,1,1,1,36.483333,45.35,UA
KERCH (UA),2022,5,Cargo,10,10,10,36.483333,45.35,UA
KERCH (UA),2022,5,Tanker,2,2,2,36.483333,45.35,UA
KERCH (UA),2022,6,Cargo,7,7,7,36.483333,45.35,UA
KERCH (UA),2022,6,Tanker,1,1,1,36.483333,45.35,UA
KERCH (UA),2022,7,Tanker,3,3,3,36.483333,45.35,UA
KERCH (UA),2022,7,Cargo,4,4,4,36.483333,45.35,UA
KERCH (UA),2022,8,Tanker,8,8,7,36.483333,45.35,UA
KERCH (UA),2022,8,Cargo,10,10,9,36.483333,45.35,UA
KERCH (UA),2022,9,Cargo,9,9,9,36.483333,45.35,UA
KERCH (UA),2022,9,Tanker,4,4,4,36.483333,45.35,UA
KERCH (UA),2022,10,Tanker,6,6,6,36.483333,45.35,UA
KERCH (UA),2022,10,Cargo,6,6,6,36.483333,45.35,UA
KHERSON (UA),2021,8,Cargo,75,75,5,32.6,46.616667,UA
KHERSON (UA),2021,8,Tanker,14,14,5,32.6,46.616667,UA
KHERSON (UA),2021,9,Cargo,74,74,9,32.6,46.616667,UA
KHERSON (UA),2021,9,Tanker,11,11,5,32.6,46.616667,UA
KHERSON (UA),2021,10,Cargo,73,73,10,32.6,46.616667,UA
KHERSON (UA),2021,10,Tanker,13,13,4,32.6,46.616667,UA
KHERSON (UA),2021,11,Cargo,90,90,9,32.6,46.616667,UA
KHERSON (UA),2021,11,Tanker,11,11,1,32.6,46.616667,UA
KHERSON (UA),2021,12,Cargo,88,88,13,32.6,46.616667,UA
KHERSON (UA),2021,12,Tanker,12,12,0,32.6,46.616667,UA
KHERSON (UA),2022,1,Cargo,62,62,6,32.6,46.616667,UA
KHERSON (UA),2022,1,Tanker,7,7,0,32.6,46.616667,UA
KHERSON (UA),2022,2,Cargo,59,59,10,32.6,46.616667,UA
KHERSON (UA),2022,2,Tanker,9,9,0,32.6,46.616667,UA
KHERSON (UA),2022,3,Cargo,13,13,3,32.6,46.616667,UA
KHERSON (UA),2022,3,Tanker,2,2,0,32.6,46.616667,UA
KHERSON (UA),2022,4,Cargo,13,13,0,32.6,46.616667,UA
KHERSON (UA),2022,4,Tanker,2,2,0,32.6,46.616667,UA
KHERSON (UA),2022,5,Cargo,10,10,0,32.6,46.616667,UA
KHERSON (UA),2022,5,Tanker,2,2,0,32.6,46.616667,UA
KHERSON (UA),2022,6,Cargo,10,10,0,32.6,46.616667,UA
KHERSON (UA),2022,6,Tanker,2,2,0,32.6,46.616667,UA
KHERSON (UA),2022,7,Cargo,8,8,0,32.6,46.616667,UA
KHERSON (UA),2022,8,Tanker,1,1,0,32.6,46.616667,UA
KHERSON (UA),2022,8,Cargo,7,7,0,32.6,46.616667,UA
KHERSON (UA),2022,9,Cargo,7,7,0,32.6,46.616667,UA
KHERSON (UA),2022,10,Tanker,2,2,0,32.6,46.616667,UA
KHERSON (UA),2022,10,Cargo,7,7,0,32.6,46.616667,UA
KHORLY (UA),2022,8,Cargo,1,1,0,33.283333,46.083333,UA
KILIFI (KE),2021,7,Cargo,1,0,0,39.866667,-3.633333,KE
KILIFI (KE),2021,8,Cargo,3,0,0,39.866667,-3.633333,KE
KILIFI (KE),2021,9,Cargo,1,0,0,39.866667,-3.633333,KE
KILIFI (KE),2021,10,Cargo,2,0,0,39.866667,-3.633333,KE
KILIFI (KE),2021,11,Cargo,1,0,0,39.866667,-3.633333,KE
KILIFI (KE),2021,12,Cargo,1,0,0,39.866667,-3.633333,KE
KILIFI (KE),2022,1,Cargo,2,0,0,39.866667,-3.633333,KE
KILIFI (KE),2022,2,Cargo,2,0,0,39.866667,-3.633333,KE
KILIFI (KE),2022,3,Cargo,2,0,0,39.866667,-3.633333,KE
KILIFI (KE),2022,6,Cargo,1,0,0,39.866667,-3.633333,KE
KILIFI (KE),2022,6,Tanker,1,0,0,39.866667,-3.633333,KE
KILIFI (KE),2022,9,Cargo,1,0,0,39.866667,-3.633333,KE
KILWA KIVINJE (TZ),2021,10,Cargo,1,0,0,39.416667,-8.733333,TZ
KILWA KIVINJE (TZ),2022,6,Cargo,1,0,0,39.416667,-8.733333,TZ
KILWA KIVINJE (TZ),2022,7,Cargo,1,0,0,39.416667,-8.733333,TZ
KILWA KIVINJE (TZ),2022,8,Cargo,1,0,0,39.416667,-8.733333,TZ
LAMU (KE),2021,8,Cargo,3,0,0,40.9,-2.266667,KE
LAMU (KE),2021,9,Cargo,4,0,0,40.9,-2.266667,KE
LAMU (KE),2021,10,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2021,11,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2021,12,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,1,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,2,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,3,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,4,Cargo,1,0,0,40.9,-2.266667,KE
LAMU (KE),2022,5,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,7,Cargo,1,0,0,40.9,-2.266667,KE
LAMU (KE),2022,8,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,9,Cargo,2,0,0,40.9,-2.266667,KE
LAMU (KE),2022,10,Cargo,2,0,0,40.9,-2.266667,KE
MALINDI (KE),2021,8,Cargo,1,0,0,40.133333,-3.216667,KE
MALINDI (KE),2022,1,Cargo,1,0,0,40.133333,-3.216667,KE
MALINDI (KE),2022,9,Cargo,1,0,0,40.133333,-3.216667,KE
MAPUTO (MZ),2021,7,Tanker,1,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,8,Cargo,59,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,8,Tanker,15,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,9,Cargo,73,0,1,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,9,Tanker,9,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,10,Cargo,68,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,10,Tanker,14,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,11,Cargo,66,1,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,11,Tanker,15,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,12,Cargo,58,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2021,12,Tanker,17,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,1,Cargo,56,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,1,Tanker,11,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,2,Cargo,59,0,1,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,2,Tanker,9,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,3,Cargo,75,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,3,Tanker,11,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,4,Cargo,64,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,4,Tanker,13,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,5,Cargo,74,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,5,Tanker,10,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,6,Cargo,71,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,6,Tanker,11,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,7,Cargo,78,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,7,Tanker,12,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,8,Cargo,75,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,8,Tanker,16,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,9,Cargo,73,0,1,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,9,Tanker,12,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,10,Cargo,85,0,0,32.583333,-25.966667,MZ
MAPUTO (MZ),2022,10,Tanker,19,0,0,32.583333,-25.966667,MZ
MARIUPOL (UA),2021,8,Cargo,83,83,82,37.566667,47.083333,UA
MARIUPOL (UA),2021,8,Tanker,7,7,7,37.566667,47.083333,UA
MARIUPOL (UA),2021,9,Cargo,85,85,84,37.566667,47.083333,UA
MARIUPOL (UA),2021,9,Tanker,5,5,5,37.566667,47.083333,UA
MARIUPOL (UA),2021,10,Cargo,73,73,72,37.566667,47.083333,UA
MARIUPOL (UA),2021,10,Tanker,8,8,8,37.566667,47.083333,UA
MARIUPOL (UA),2021,11,Cargo,71,71,61,37.566667,47.083333,UA
MARIUPOL (UA),2021,11,Tanker,6,6,5,37.566667,47.083333,UA
MARIUPOL (UA),2021,12,Cargo,62,62,41,37.566667,47.083333,UA
MARIUPOL (UA),2021,12,Tanker,6,6,5,37.566667,47.083333,UA
MARIUPOL (UA),2022,1,Cargo,65,65,47,37.566667,47.083333,UA
MARIUPOL (UA),2022,1,Tanker,5,5,5,37.566667,47.083333,UA
MARIUPOL (UA),2022,2,Cargo,54,54,39,37.566667,47.083333,UA
MARIUPOL (UA),2022,2,Tanker,3,3,3,37.566667,47.083333,UA
MARIUPOL (UA),2022,3,Cargo,6,6,3,37.566667,47.083333,UA
MARIUPOL (UA),2022,4,Cargo,3,3,0,37.566667,47.083333,UA
MARIUPOL (UA),2022,5,Cargo,2,2,1,37.566667,47.083333,UA
MARIUPOL (UA),2022,6,Cargo,3,3,1,37.566667,47.083333,UA
MARIUPOL (UA),2022,7,Cargo,7,7,6,37.566667,47.083333,UA
MARIUPOL (UA),2022,8,Cargo,26,26,25,37.566667,47.083333,UA
MARIUPOL (UA),2022,8,Tanker,4,4,4,37.566667,47.083333,UA
MARIUPOL (UA),2022,9,Cargo,17,17,16,37.566667,47.083333,UA
MARIUPOL (UA),2022,9,Tanker,6,6,6,37.566667,47.083333,UA
MARIUPOL (UA),2022,10,Cargo,27,27,26,37.566667,47.083333,UA
MARIUPOL (UA),2022,10,Tanker,4,4,4,37.566667,47.083333,UA
MERSA MATRUH (EG),2021,10,Cargo,1,0,0,27.233333,31.35,EG
MERSA MATRUH (EG),2022,1,Cargo,1,0,0,27.233333,31.35,EG
MERSA MATRUH (EG),2022,9,Cargo,2,1,0,27.233333,31.35,EG
MIKINDANI (TZ),2021,8,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,8,Cargo,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,9,Tanker,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,10,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,10,Cargo,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,11,Cargo,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,11,Tanker,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,12,Cargo,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2021,12,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,1,Cargo,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,2,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,2,Cargo,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,3,Cargo,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,3,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,4,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,4,Cargo,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,5,Cargo,3,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,5,Tanker,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,6,Tanker,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,6,Cargo,5,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,7,Tanker,2,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,7,Cargo,3,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,8,Cargo,4,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,8,Tanker,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,9,Cargo,5,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,9,Tanker,1,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,10,Cargo,4,0,0,40.133333,-10.266667,TZ
MIKINDANI (TZ),2022,10,Tanker,1,0,0,40.133333,-10.266667,TZ
MJIMWEMA TERMINAL (TZ),2021,7,Cargo,2,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,8,Cargo,73,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,8,Tanker,15,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,9,Cargo,63,1,2,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,9,Tanker,15,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,10,Cargo,70,0,1,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,10,Tanker,18,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,11,Cargo,76,3,1,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,11,Tanker,18,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,12,Cargo,71,3,1,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2021,12,Tanker,15,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,1,Cargo,70,2,1,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,1,Tanker,16,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,2,Cargo,76,1,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,2,Tanker,14,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,3,Tanker,15,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,3,Cargo,63,1,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,4,Cargo,68,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,4,Tanker,16,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,5,Tanker,18,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,5,Cargo,68,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,6,Cargo,63,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,6,Tanker,16,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,7,Tanker,14,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,7,Cargo,67,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,8,Tanker,19,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,8,Cargo,74,0,0,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,9,Cargo,73,0,1,39.366667,-6.816667,TZ
MJIMWEMA TERMINAL (TZ),2022,9,Tanker,18,0,0,39.366667,-6.816667,TZ
