geo_name,date_year,date_month,vessel_type,total,UA,RU,longitude,latitude,iso2
RAS SUDR (EG),2022,2,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,3,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,4,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,5,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,6,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,7,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,8,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,9,Tanker,1,0,0,32.7,29.583333,EG
RAS SUDR (EG),2022,10,Tanker,1,0,0,32.7,29.583333,EG
RENI (UA),2021,8,Cargo,112,112,14,28.3,45.433333,UA
RENI (UA),2021,8,Tanker,19,19,6,28.3,45.433333,UA
RENI (UA),2021,9,Cargo,127,127,36,28.3,45.433333,UA
RENI (UA),2021,9,Tanker,22,22,5,28.3,45.433333,UA
RENI (UA),2021,10,Cargo,128,128,30,28.3,45.433333,UA
RENI (UA),2021,10,Tanker,19,19,7,28.3,45.433333,UA
RENI (UA),2021,11,Cargo,117,117,33,28.3,45.433333,UA
RENI (UA),2021,11,Tanker,15,15,3,28.3,45.433333,UA
RENI (UA),2021,12,Cargo,115,115,21,28.3,45.433333,UA
RENI (UA),2021,12,Tanker,17,17,6,28.3,45.433333,UA
RENI (UA),2022,1,Cargo,119,119,28,28.3,45.433333,UA
RENI (UA),2022,1,Tanker,19,19,6,28.3,45.433333,UA
RENI (UA),2022,2,Cargo,99,99,22,28.3,45.433333,UA
RENI (UA),2022,2,Tanker,19,19,4,28.3,45.433333,UA
RENI (UA),2022,3,Cargo,98,98,15,28.3,45.433333,UA
RENI (UA),2022,3,Tanker,19,19,2,28.3,45.433333,UA
RENI (UA),2022,4,Cargo,147,147,16,28.3,45.433333,UA
RENI (UA),2022,4,Tanker,22,22,3,28.3,45.433333,UA
RENI (UA),2022,5,Cargo,179,179,21,28.3,45.433333,UA
RENI (UA),2022,5,Tanker,36,36,5,28.3,45.433333,UA
RENI (UA),2022,6,Cargo,173,173,14,28.3,45.433333,UA
RENI (UA),2022,6,Tanker,48,48,4,28.3,45.433333,UA
RENI (UA),2022,7,Cargo,190,190,22,28.3,45.433333,UA
RENI (UA),2022,7,Tanker,67,67,2,28.3,45.433333,UA
RENI (UA),2022,8,Cargo,191,191,24,28.3,45.433333,UA
RENI (UA),2022,8,Tanker,69,69,0,28.3,45.433333,UA
RENI (UA),2022,9,Cargo,175,175,16,28.3,45.433333,UA
RENI (UA),2022,9,Tanker,54,54,2,28.3,45.433333,UA
RENI (UA),2022,10,Cargo,203,203,13,28.3,45.433333,UA
RENI (UA),2022,10,Tanker,56,56,2,28.3,45.433333,UA
ROSTOV-NA-DONU (RU),2021,8,Cargo,273,29,273,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,8,Tanker,100,10,100,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,9,Cargo,261,56,261,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,9,Tanker,112,18,112,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,10,Cargo,224,53,224,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,10,Tanker,106,18,106,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,11,Cargo,169,43,169,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,11,Tanker,91,14,91,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,12,Cargo,96,26,96,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2021,12,Tanker,29,2,29,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,1,Cargo,90,27,90,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,1,Tanker,26,3,26,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,2,Cargo,96,28,96,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,2,Tanker,28,3,28,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,3,Cargo,46,5,46,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,3,Tanker,21,0,21,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,4,Cargo,93,7,93,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,4,Tanker,40,0,40,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,5,Cargo,117,9,117,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,5,Tanker,41,2,41,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,6,Cargo,117,7,117,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,6,Tanker,50,2,50,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,7,Cargo,158,10,158,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,7,Tanker,49,0,49,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,8,Cargo,132,15,132,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,8,Tanker,44,2,44,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,9,Cargo,95,12,95,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,9,Tanker,34,2,34,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,10,Cargo,104,9,104,39.716667,47.166667,RU
ROSTOV-NA-DONU (RU),2022,10,Tanker,46,5,46,39.716667,47.166667,RU
SAWAKIN HARBOR (SD),2021,8,Cargo,8,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2021,9,Cargo,6,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2021,9,Tanker,1,1,1,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2021,10,Cargo,5,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2021,10,Tanker,1,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2021,11,Cargo,5,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2021,12,Cargo,5,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,1,Cargo,4,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,2,Cargo,7,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,3,Cargo,7,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,4,Cargo,9,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,5,Cargo,8,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,5,Tanker,1,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,6,Cargo,7,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,7,Cargo,6,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,8,Cargo,6,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,9,Cargo,3,0,0,37.35,19.133333,SD
SAWAKIN HARBOR (SD),2022,10,Cargo,5,0,0,37.35,19.133333,SD
SEVASTOPOL (UA),2021,8,Cargo,4,4,4,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,8,Tanker,1,1,0,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,9,Cargo,3,3,3,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,9,Tanker,1,1,0,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,10,Cargo,3,3,2,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,10,Tanker,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,11,Cargo,2,2,0,33.533333,44.616667,UA
SEVASTOPOL (UA),2021,12,Cargo,6,6,4,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,1,Tanker,2,2,2,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,1,Cargo,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,2,Cargo,3,3,2,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,2,Tanker,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,3,Tanker,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,4,Cargo,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,5,Cargo,3,3,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,6,Cargo,1,1,0,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,7,Tanker,1,1,0,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,7,Cargo,2,2,2,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,8,Cargo,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,9,Cargo,1,1,1,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,10,Tanker,1,1,0,33.533333,44.616667,UA
SEVASTOPOL (UA),2022,10,Cargo,2,2,1,33.533333,44.616667,UA
SHARM EL SHEIKH (EG),2021,8,Cargo,2,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2021,9,Cargo,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2021,10,Cargo,2,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2021,11,Cargo,2,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2021,11,Tanker,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2021,12,Cargo,2,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,1,Cargo,2,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,2,Cargo,3,1,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,2,Tanker,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,4,Tanker,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,5,Cargo,4,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,7,Cargo,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,8,Cargo,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,9,Cargo,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,10,Cargo,1,0,0,34.283333,27.85,EG
SHARM EL SHEIKH (EG),2022,10,Tanker,1,0,0,34.283333,27.85,EG
SIDI KERIR (KURAYR) (EG),2021,8,Tanker,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2021,8,Cargo,2,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2021,9,Tanker,2,0,1,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2021,9,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2021,10,Cargo,2,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2021,11,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,1,Tanker,2,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,1,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,2,Tanker,2,0,1,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,2,Cargo,2,0,1,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,3,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,3,Tanker,2,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,4,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,4,Tanker,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,5,Cargo,2,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,6,Cargo,2,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,7,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,7,Tanker,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,8,Cargo,3,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,8,Tanker,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,9,Cargo,1,1,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,10,Cargo,1,0,0,29.616667,31.1,EG
SIDI KERIR (KURAYR) (EG),2022,10,Tanker,1,0,0,29.616667,31.1,EG
SOCHI (RU),2022,6,Cargo,1,0,1,39.733333,43.583333,RU
SOCHI (RU),2022,7,Tanker,2,0,2,39.733333,43.583333,RU
SOCHI (RU),2022,9,Tanker,2,0,2,39.733333,43.583333,RU
SOCHI (RU),2022,10,Tanker,1,0,1,39.733333,43.583333,RU
SUDAK (UA),2021,8,Cargo,1,1,1,34.983333,44.85,UA
SUDAK (UA),2021,9,Cargo,2,2,2,34.983333,44.85,UA
SUDAK (UA),2021,10,Cargo,6,6,6,34.983333,44.85,UA
SUDAK (UA),2021,11,Cargo,2,2,2,34.983333,44.85,UA
SUDAK (UA),2021,12,Cargo,3,3,3,34.983333,44.85,UA
SUDAK (UA),2022,1,Cargo,8,8,8,34.983333,44.85,UA
SUDAK (UA),2022,2,Cargo,4,4,4,34.983333,44.85,UA
SUDAK (UA),2022,3,Tanker,1,1,1,34.983333,44.85,UA
SUDAK (UA),2022,5,Cargo,1,1,0,34.983333,44.85,UA
SUDAK (UA),2022,8,Cargo,2,2,2,34.983333,44.85,UA
SUDAK (UA),2022,9,Cargo,1,1,1,34.983333,44.85,UA
SUDAK (UA),2022,10,Cargo,1,1,1,34.983333,44.85,UA
TAGANROG (RU),2021,8,Cargo,157,26,157,38.95,47.2,RU
TAGANROG (RU),2021,8,Tanker,25,5,25,38.95,47.2,RU
TAGANROG (RU),2021,9,Cargo,154,46,154,38.95,47.2,RU
TAGANROG (RU),2021,9,Tanker,32,6,32,38.95,47.2,RU
TAGANROG (RU),2021,10,Cargo,137,33,137,38.95,47.2,RU
TAGANROG (RU),2021,10,Tanker,38,10,38,38.95,47.2,RU
TAGANROG (RU),2021,11,Cargo,143,40,143,38.95,47.2,RU
TAGANROG (RU),2021,11,Tanker,38,6,38,38.95,47.2,RU
TAGANROG (RU),2021,12,Cargo,134,44,134,38.95,47.2,RU
TAGANROG (RU),2021,12,Tanker,44,3,44,38.95,47.2,RU
TAGANROG (RU),2022,1,Cargo,127,35,127,38.95,47.2,RU
TAGANROG (RU),2022,1,Tanker,42,7,42,38.95,47.2,RU
TAGANROG (RU),2022,2,Cargo,123,41,123,38.95,47.2,RU
TAGANROG (RU),2022,2,Tanker,36,4,36,38.95,47.2,RU
TAGANROG (RU),2022,3,Cargo,7,4,7,38.95,47.2,RU
TAGANROG (RU),2022,3,Tanker,3,0,3,38.95,47.2,RU
TAGANROG (RU),2022,4,Cargo,36,3,36,38.95,47.2,RU
TAGANROG (RU),2022,4,Tanker,11,0,11,38.95,47.2,RU
TAGANROG (RU),2022,5,Cargo,116,10,116,38.95,47.2,RU
TAGANROG (RU),2022,5,Tanker,53,0,53,38.95,47.2,RU
TAGANROG (RU),2022,6,Cargo,124,7,124,38.95,47.2,RU
TAGANROG (RU),2022,6,Tanker,54,3,54,38.95,47.2,RU
TAGANROG (RU),2022,7,Cargo,166,14,166,38.95,47.2,RU
TAGANROG (RU),2022,7,Tanker,54,1,54,38.95,47.2,RU
TAGANROG (RU),2022,8,Cargo,162,32,162,38.95,47.2,RU
TAGANROG (RU),2022,8,Tanker,50,5,50,38.95,47.2,RU
TAGANROG (RU),2022,9,Cargo,124,16,124,38.95,47.2,RU
TAGANROG (RU),2022,9,Tanker,43,7,43,38.95,47.2,RU
TAGANROG (RU),2022,10,Cargo,149,30,149,38.95,47.2,RU
TAGANROG (RU),2022,10,Tanker,42,7,42,38.95,47.2,RU
TANGA (TZ),2021,8,Tanker,4,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,8,Cargo,1,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,9,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,9,Cargo,2,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,10,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,10,Cargo,2,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,11,Tanker,5,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,11,Cargo,2,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,12,Cargo,3,1,0,39.116667,-5.083333,TZ
TANGA (TZ),2021,12,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,1,Tanker,2,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,1,Cargo,1,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,2,Cargo,1,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,2,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,3,Cargo,1,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,3,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,4,Cargo,4,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,4,Tanker,4,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,5,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,5,Cargo,5,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,6,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,6,Cargo,4,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,7,Tanker,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,7,Cargo,1,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,8,Tanker,5,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,9,Cargo,3,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,9,Tanker,5,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,10,Tanker,4,0,0,39.116667,-5.083333,TZ
TANGA (TZ),2022,10,Cargo,1,0,0,39.116667,-5.083333,TZ
TEMRYUK (RU),2021,8,Cargo,37,8,37,37.35,45.35,RU
TEMRYUK (RU),2021,8,Tanker,23,4,23,37.35,45.35,RU
TEMRYUK (RU),2021,9,Tanker,25,7,25,37.35,45.35,RU
TEMRYUK (RU),2021,9,Cargo,32,8,32,37.35,45.35,RU
TEMRYUK (RU),2021,10,Tanker,30,10,30,37.35,45.35,RU
TEMRYUK (RU),2021,10,Cargo,35,7,35,37.35,45.35,RU
TEMRYUK (RU),2021,11,Tanker,25,6,25,37.35,45.35,RU
TEMRYUK (RU),2021,11,Cargo,34,11,34,37.35,45.35,RU
TEMRYUK (RU),2021,12,Tanker,24,4,24,37.35,45.35,RU
TEMRYUK (RU),2021,12,Cargo,42,11,42,37.35,45.35,RU
TEMRYUK (RU),2022,1,Cargo,33,11,33,37.35,45.35,RU
TEMRYUK (RU),2022,1,Tanker,21,4,21,37.35,45.35,RU
TEMRYUK (RU),2022,2,Cargo,31,4,31,37.35,45.35,RU
TEMRYUK (RU),2022,2,Tanker,23,3,23,37.35,45.35,RU
TEMRYUK (RU),2022,3,Tanker,19,0,19,37.35,45.35,RU
TEMRYUK (RU),2022,3,Cargo,25,2,25,37.35,45.35,RU
TEMRYUK (RU),2022,4,Cargo,31,1,31,37.35,45.35,RU
TEMRYUK (RU),2022,4,Tanker,18,1,18,37.35,45.35,RU
TEMRYUK (RU),2022,5,Cargo,45,4,45,37.35,45.35,RU
TEMRYUK (RU),2022,5,Tanker,21,0,21,37.35,45.35,RU
TEMRYUK (RU),2022,6,Cargo,36,2,36,37.35,45.35,RU
TEMRYUK (RU),2022,6,Tanker,28,2,28,37.35,45.35,RU
TEMRYUK (RU),2022,7,Cargo,33,0,33,37.35,45.35,RU
TEMRYUK (RU),2022,7,Tanker,23,0,23,37.35,45.35,RU
TEMRYUK (RU),2022,8,Cargo,36,1,36,37.35,45.35,RU
TEMRYUK (RU),2022,8,Tanker,33,0,33,37.35,45.35,RU
TEMRYUK (RU),2022,9,Cargo,29,3,29,37.35,45.35,RU
TEMRYUK (RU),2022,9,Tanker,34,0,34,37.35,45.35,RU
TEMRYUK (RU),2022,10,Cargo,34,4,34,37.35,45.35,RU
TEMRYUK (RU),2022,10,Tanker,35,1,35,37.35,45.35,RU
TUAPSE (RU),2021,8,Cargo,32,3,32,39.066667,44.1,RU
TUAPSE (RU),2021,8,Tanker,59,7,59,39.066667,44.1,RU
TUAPSE (RU),2021,9,Cargo,31,6,31,39.066667,44.1,RU
TUAPSE (RU),2021,9,Tanker,63,4,63,39.066667,44.1,RU
TUAPSE (RU),2021,10,Tanker,62,9,62,39.066667,44.1,RU
TUAPSE (RU),2021,10,Cargo,39,10,39,39.066667,44.1,RU
TUAPSE (RU),2021,11,Tanker,37,4,37,39.066667,44.1,RU
TUAPSE (RU),2021,11,Cargo,37,3,37,39.066667,44.1,RU
TUAPSE (RU),2021,12,Tanker,34,5,34,39.066667,44.1,RU
TUAPSE (RU),2021,12,Cargo,34,4,34,39.066667,44.1,RU
TUAPSE (RU),2022,1,Tanker,43,4,43,39.066667,44.1,RU
TUAPSE (RU),2022,1,Cargo,30,4,30,39.066667,44.1,RU
TUAPSE (RU),2022,2,Tanker,53,3,53,39.066667,44.1,RU
TUAPSE (RU),2022,2,Cargo,37,7,37,39.066667,44.1,RU
TUAPSE (RU),2022,3,Tanker,36,1,36,39.066667,44.1,RU
TUAPSE (RU),2022,3,Cargo,41,10,41,39.066667,44.1,RU
TUAPSE (RU),2022,4,Tanker,18,0,18,39.066667,44.1,RU
TUAPSE (RU),2022,4,Cargo,30,0,30,39.066667,44.1,RU
TUAPSE (RU),2022,5,Tanker,40,0,40,39.066667,44.1,RU
TUAPSE (RU),2022,5,Cargo,47,0,47,39.066667,44.1,RU
TUAPSE (RU),2022,6,Cargo,43,0,43,39.066667,44.1,RU
TUAPSE (RU),2022,6,Tanker,57,1,57,39.066667,44.1,RU
TUAPSE (RU),2022,7,Tanker,73,0,73,39.066667,44.1,RU
TUAPSE (RU),2022,7,Cargo,44,1,44,39.066667,44.1,RU
TUAPSE (RU),2022,8,Tanker,76,3,76,39.066667,44.1,RU
TUAPSE (RU),2022,8,Cargo,37,0,37,39.066667,44.1,RU
TUAPSE (RU),2022,9,Tanker,60,1,60,39.066667,44.1,RU
TUAPSE (RU),2022,9,Cargo,40,1,40,39.066667,44.1,RU
TUAPSE (RU),2022,10,Tanker,60,1,60,39.066667,44.1,RU
TUAPSE (RU),2022,10,Cargo,45,2,45,39.066667,44.1,RU
UST-DUNAISK (UA),2021,8,Cargo,11,11,0,29.7,45.466667,UA
UST-DUNAISK (UA),2021,8,Tanker,1,1,0,29.7,45.466667,UA
UST-DUNAISK (UA),2021,9,Cargo,19,19,8,29.7,45.466667,UA
UST-DUNAISK (UA),2021,9,Tanker,3,3,1,29.7,45.466667,UA
UST-DUNAISK (UA),2021,10,Cargo,13,13,6,29.7,45.466667,UA
UST-DUNAISK (UA),2021,10,Tanker,2,2,1,29.7,45.466667,UA
UST-DUNAISK (UA),2021,11,Cargo,28,28,11,29.7,45.466667,UA
UST-DUNAISK (UA),2021,12,Cargo,50,50,16,29.7,45.466667,UA
UST-DUNAISK (UA),2021,12,Tanker,1,1,1,29.7,45.466667,UA
UST-DUNAISK (UA),2022,1,Cargo,35,35,10,29.7,45.466667,UA
UST-DUNAISK (UA),2022,1,Tanker,2,2,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,2,Cargo,23,23,8,29.7,45.466667,UA
UST-DUNAISK (UA),2022,2,Tanker,3,3,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,4,Cargo,2,2,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,5,Cargo,3,3,1,29.7,45.466667,UA
UST-DUNAISK (UA),2022,6,Tanker,1,1,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,6,Cargo,4,4,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,7,Cargo,30,30,3,29.7,45.466667,UA
UST-DUNAISK (UA),2022,8,Cargo,42,42,7,29.7,45.466667,UA
UST-DUNAISK (UA),2022,8,Tanker,1,1,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,9,Cargo,28,28,2,29.7,45.466667,UA
UST-DUNAISK (UA),2022,9,Tanker,2,2,0,29.7,45.466667,UA
UST-DUNAISK (UA),2022,10,Cargo,22,22,0,29.7,45.466667,UA
WADI FEIRAN (EG),2021,8,Tanker,6,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,8,Cargo,2,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,9,Tanker,7,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,9,Cargo,3,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,10,Cargo,6,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,10,Tanker,9,0,1,33.2,28.75,EG
WADI FEIRAN (EG),2021,11,Tanker,4,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,11,Cargo,3,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2021,12,Tanker,7,1,1,33.2,28.75,EG
WADI FEIRAN (EG),2021,12,Cargo,2,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,1,Tanker,8,1,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,1,Cargo,3,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,2,Tanker,7,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,2,Cargo,2,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,3,Cargo,4,1,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,3,Tanker,5,0,1,33.2,28.75,EG
WADI FEIRAN (EG),2022,4,Cargo,5,0,1,33.2,28.75,EG
WADI FEIRAN (EG),2022,4,Tanker,2,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,5,Tanker,10,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,5,Cargo,4,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,6,Cargo,4,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,6,Tanker,3,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,7,Cargo,9,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,7,Tanker,7,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,8,Cargo,8,0,1,33.2,28.75,EG
WADI FEIRAN (EG),2022,8,Tanker,5,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,9,Tanker,6,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,9,Cargo,3,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,10,Tanker,13,0,0,33.2,28.75,EG
WADI FEIRAN (EG),2022,10,Cargo,9,0,0,33.2,28.75,EG
YALTA (UA),2021,8,Cargo,2,2,2,34.166667,44.483333,UA
YALTA (UA),2021,8,Tanker,1,1,1,34.166667,44.483333,UA
YALTA (UA),2021,9,Cargo,10,10,10,34.166667,44.483333,UA
YALTA (UA),2021,10,Cargo,5,5,4,34.166667,44.483333,UA
YALTA (UA),2021,11,Cargo,4,4,3,34.166667,44.483333,UA
YALTA (UA),2021,12,Cargo,10,10,10,34.166667,44.483333,UA
YALTA (UA),2022,1,Cargo,11,11,11,34.166667,44.483333,UA
YALTA (UA),2022,1,Tanker,3,3,2,34.166667,44.483333,UA
YALTA (UA),2022,2,Cargo,8,8,8,34.166667,44.483333,UA
YALTA (UA),2022,3,Tanker,1,1,1,34.166667,44.483333,UA
